phen	h2.obs	h2.latent	ascertained	p	locus	chr	start	stop	outcome
psoriasis	0.0011449	0.00400497	FALSE	7.55447e-08	101	1	114664388	116207297	cad
cad	0.000396881	0.000770471	FALSE	1.97952e-18	101	1	114664388	116207297	cad
psoriasis	0.00136358	0.00476993	FALSE	1.74049e-13	110	1	151146408	152535630	cad
cad	0.000200235	0.000388719	FALSE	1.0364e-09	110	1	151146408	152535630	cad
psoriasis	0.00495075	0.0173182	FALSE	1.99414e-67	347	2	161432090	163607635	cad
cad	0.00018963	0.000368131	FALSE	4.67602e-08	347	2	161432090	163607635	cad
psoriasis	0.00132923	0.00464978	FALSE	1.06679e-09	97	1	110224231	111134062	cad
cad	0.000211281	0.000410163	FALSE	8.56855e-08	97	1	110224231	111134062	cad
psoriasis	0.00149963	0.00524586	FALSE	1.49227e-10	2182	17	8554764	9619356	cad
cad	0.000232153	0.000450682	FALSE	3.93879e-08	2182	17	8554764	9619356	cad
psoriasis	0.00150708	0.00527192	FALSE	6.51113e-12	438	3	16084006	17182494	cad
cad	0.00018825	0.000365452	FALSE	8.44855e-07	438	3	16084006	17182494	cad
psoriasis	0.00123011	0.00430305	FALSE	2.28759e-11	269	2	62429911	63672118	cad
cad	0.0001866	0.000362248	FALSE	1.63731e-08	269	2	62429911	63672118	cad
psoriasis	0.00177262	0.00620081	FALSE	5.64969e-12	431	3	8664893	9970731	cad
cad	0.0002468	0.000479116	FALSE	7.31928e-08	431	3	8664893	9970731	cad
psoriasis	0.00143954	0.00503564	FALSE	8.19548e-10	893	5	141253831	142532956	cad
cad	0.000322615	0.000626298	FALSE	8.41244e-13	893	5	141253831	142532956	cad
psoriasis	0.00106366	0.00372079	FALSE	5.72218e-07	1913	13	73114510	74437635	cad
cad	0.000321619	0.000624363	FALSE	1.65884e-13	1913	13	73114510	74437635	cad
psoriasis	0.0012799	0.0044772	FALSE	2.49293e-09	126	1	168179087	169521551	cad
cad	0.000305584	0.000593235	FALSE	5.30138e-13	126	1	168179087	169521551	cad
psoriasis	0.00192815	0.00674486	FALSE	1.85604e-13	785	5	9203856	10549029	cad
cad	0.000244651	0.000474943	FALSE	8.33268e-08	785	5	9203856	10549029	cad
psoriasis	0.0010151	0.00355092	FALSE	7.46665e-08	2351	19	45040933	45893307	cad
cad	0.000944825	0.0018342	FALSE	5.39079e-69	2351	19	45040933	45893307	cad
psoriasis	0.00265154	0.00927533	FALSE	6.8675e-23	2450	21	35729262	37303548	cad
cad	0.000266745	0.000517836	FALSE	2.13973e-09	2450	21	35729262	37303548	cad
psoriasis	0.00120068	0.00420009	FALSE	5.28487e-08	1191	7	105312564	106399739	cad
cad	0.000228441	0.000443476	FALSE	3.84712e-08	1191	7	105312564	106399739	cad
psoriasis	0.00124252	0.00434647	FALSE	1.18581e-08	313	2	121073753	122026817	cad
cad	0.000188344	0.000365635	FALSE	1.3065e-06	313	2	121073753	122026817	cad
psoriasis	0.00129235	0.00452078	FALSE	5.85234e-08	155	1	201067953	202583884	cad
cad	0.000264357	0.000513199	FALSE	6.32144e-09	155	1	201067953	202583884	cad
psoriasis	0.00124652	0.00436046	FALSE	6.53849e-08	2138	16	57119890	58508978	cad
cad	0.000212579	0.000412683	FALSE	6.00455e-07	2138	16	57119890	58508978	cad
psoriasis	0.00142872	0.00499781	FALSE	4.94652e-10	113	1	154685546	156813845	cad
cad	0.000241219	0.000468282	FALSE	1.14644e-08	113	1	154685546	156813845	cad
psoriasis	0.00377104	0.0131914	FALSE	2.02845e-47	907	5	157191082	158484775	cad
cad	0.000183256	0.000355758	FALSE	2.00674e-07	907	5	157191082	158484775	cad
psoriasis	0.00122774	0.00429474	FALSE	1.27602e-08	2449	21	34383795	35729261	cad
cad	0.000428847	0.000832526	FALSE	1.40431e-20	2449	21	34383795	35729261	cad
psoriasis	0.00100654	0.00352097	FALSE	3.85963e-07	88	1	101188316	102424611	cad
cad	0.000219939	0.00042697	FALSE	8.97541e-09	88	1	101188316	102424611	cad
psoriasis	0.00118085	0.00413072	FALSE	7.02877e-07	1852	12	124843769	126079935	cad
cad	0.000505722	0.000981766	FALSE	3.16732e-22	1852	12	124843769	126079935	cad
psoriasis	0.00116705	0.00408247	FALSE	1.79207e-08	945	6	21295865	22199713	cad
cad	0.000188137	0.000365234	FALSE	5.58629e-07	945	6	21295865	22199713	cad
psoriasis	0.000968614	0.0033883	FALSE	2.01637e-07	1544	10	62626466	64069687	cad
cad	0.000168854	0.000327799	FALSE	1.05199e-06	1544	10	62626466	64069687	cad
psoriasis	0.00137954	0.00482578	FALSE	9.79296e-11	652	4	55681702	57103100	cad
cad	0.000203397	0.000394858	FALSE	9.19947e-08	652	4	55681702	57103100	cad
psoriasis	0.00110038	0.00384924	FALSE	1.22838e-07	2181	17	7264459	8554763	cad
cad	0.000174611	0.000338975	FALSE	3.95335e-06	2181	17	7264459	8554763	cad
psoriasis	0.00115731	0.00404837	FALSE	7.4088e-07	584	3	186602046	187939199	cad
cad	0.000251451	0.000488146	FALSE	2.62802e-08	584	3	186602046	187939199	cad
psoriasis	0.00113795	0.00398067	FALSE	6.07638e-07	2162	16	81437862	82310204	cad
cad	0.000570305	0.00110714	FALSE	5.692e-28	2162	16	81437862	82310204	cad
psoriasis	0.00128296	0.00448792	FALSE	4.71701e-08	2369	20	60795	884241	cad
cad	0.000214237	0.000415901	FALSE	5.77767e-07	2369	20	60795	884241	cad
psoriasis	0.00107374	0.00375606	FALSE	5.34193e-07	2314	19	6455429	7249359	cad
cad	0.000215232	0.000417833	FALSE	5.78659e-08	2314	19	6455429	7249359	cad
psoriasis	0.00117106	0.00409648	FALSE	6.45605e-07	2094	15	94565522	95662425	cad
cad	0.000255973	0.000496924	FALSE	1.63158e-08	2094	15	94565522	95662425	cad
psoriasis	0.00277758	0.00971623	FALSE	1.34176e-24	2471	22	26166935	27192923	cad
cad	0.000204006	0.000396039	FALSE	1.52013e-06	2471	22	26166935	27192923	cad
psoriasis	0.00113229	0.00396086	FALSE	2.3638e-07	938	6	15069422	16566882	cad
cad	0.000231598	0.000449604	FALSE	3.19419e-08	938	6	15069422	16566882	cad
psoriasis	0.00100084	0.00350102	FALSE	3.33019e-06	2106	16	4816146	5782968	cad
cad	0.000193683	0.000376	FALSE	1.77873e-06	2106	16	4816146	5782968	cad
psoriasis	0.00122495	0.00428498	FALSE	1.26906e-07	2095	15	95662426	96864278	cad
cad	0.000266107	0.000516597	FALSE	2.57783e-09	2095	15	95662426	96864278	cad
psoriasis	0.000955406	0.0033421	FALSE	1.18048e-06	1671	11	60515106	61717117	cad
cad	0.000249647	0.000484643	FALSE	1.83222e-10	1671	11	60515106	61717117	cad
psoriasis	0.0010491	0.00366984	FALSE	1.0782e-06	638	4	37880861	38984838	cad
cad	0.000271737	0.000527527	FALSE	2.78938e-10	638	4	37880861	38984838	cad
psoriasis	0.00103664	0.00362628	FALSE	2.26007e-07	1740	12	60317	1078397	cad
cad	0.000229817	0.000446147	FALSE	3.0251e-09	1740	12	60317	1078397	cad
psoriasis	0.0010792	0.00377516	FALSE	1.6265e-06	2022	14	95946793	97174314	cad
cad	0.000240204	0.000466311	FALSE	3.23293e-08	2022	14	95946793	97174314	cad
psoriasis	0.000857546	0.00299978	FALSE	1.69535e-06	1223	7	149843000	150897818	cad
cad	0.000175014	0.000339756	FALSE	3.39727e-07	1223	7	149843000	150897818	cad
psoriasis	0.00102382	0.00358143	FALSE	3.29268e-08	2220	17	62112374	63548724	cad
cad	0.000160289	0.000311171	FALSE	1.3554e-06	2220	17	62112374	63548724	cad
psoriasis	0.000859409	0.0030063	FALSE	2.19712e-06	2050	15	40604781	42332685	cad
cad	0.000181283	0.000351928	FALSE	2.07775e-07	2050	15	40604781	42332685	cad
psoriasis	0.000838615	0.00293356	FALSE	3.41366e-06	2076	15	74458114	76401952	cad
cad	0.00016175	0.000314008	FALSE	2.0073e-06	2076	15	74458114	76401952	cad
psoriasis	0.0010378	0.00363034	FALSE	1.0113e-06	1215	7	138755108	140217630	cad
cad	0.000257363	0.000499623	FALSE	8.60972e-10	1215	7	138755108	140217630	cad
psoriasis	0.00154866	0.00541735	FALSE	2.27027e-10	2072	15	69089816	70767983	cad
cad	0.000258756	0.000502326	FALSE	7.25502e-09	2072	15	69089816	70767983	cad
psoriasis	0.00114095	0.00399114	FALSE	1.06967e-06	1965	14	32382246	33591113	cad
cad	0.000369777	0.000717852	FALSE	1.98907e-14	1965	14	32382246	33591113	cad
psoriasis	0.000880249	0.00307919	FALSE	1.37379e-06	2469	22	23950733	25282436	cad
cad	0.000329427	0.000639522	FALSE	8.83718e-17	2469	22	23950733	25282436	cad
psoriasis	0.00143011	0.00500267	FALSE	3.32763e-09	2135	16	53393883	54866095	cad
cad	0.000220662	0.000428374	FALSE	4.82706e-07	2135	16	53393883	54866095	cad
psoriasis	0.00128068	0.00447993	FALSE	4.82018e-09	2422	20	56951774	57924037	cad
cad	0.000185322	0.000359768	FALSE	2.15496e-06	2422	20	56951774	57924037	cad
psoriasis	0.00105614	0.00369448	FALSE	7.57449e-07	1424	9	78630916	79451035	cad
cad	0.000187302	0.000363612	FALSE	2.61511e-06	1424	9	78630916	79451035	cad
psoriasis	0.00104569	0.00365793	FALSE	2.32232e-07	2284	18	55809316	56832312	cad
cad	0.000193746	0.000376121	FALSE	3.52041e-07	2284	18	55809316	56832312	cad
psoriasis	0.00125614	0.0043941	FALSE	1.24664e-08	2048	15	37962916	39238840	cad
cad	0.000193895	0.000376412	FALSE	1.16836e-06	2048	15	37962916	39238840	cad
psoriasis	0.00116187	0.00406435	FALSE	2.3798e-07	1554	10	72659224	73514214	cad
cad	0.000238981	0.000463937	FALSE	2.84917e-08	1554	10	72659224	73514214	cad
psoriasis	0.00110271	0.00385739	FALSE	1.60217e-06	2169	16	86748868	87669168	cad
cad	0.000175954	0.000341581	FALSE	2.42954e-05	2169	16	86748868	87669168	cad
psoriasis	0.0010703	0.003744	FALSE	1.49675e-06	1073	6	150635316	151629954	cad
cad	0.000325011	0.000630949	FALSE	1.08661e-12	1073	6	150635316	151629954	cad
psoriasis	0.000983232	0.00343944	FALSE	3.79871e-06	251	2	45850048	46499326	cad
cad	0.000231556	0.000449522	FALSE	3.0367e-08	251	2	45850048	46499326	cad
psoriasis	0.00134113	0.00469141	FALSE	1.19259e-12	1850	12	121817510	123396634	cad
cad	0.000143914	0.000279383	FALSE	4.14676e-06	1850	12	121817510	123396634	cad
psoriasis	0.00123941	0.00433556	FALSE	3.06747e-08	1846	12	117091844	118256124	cad
cad	0.000182907	0.00035508	FALSE	4.7713e-06	1846	12	117091844	118256124	cad
psoriasis	0.00571835	0.0200033	FALSE	1.56186e-65	926	6	63979	1380679	cad
cad	0.000212951	0.000413405	FALSE	1.66196e-06	926	6	63979	1380679	cad
psoriasis	0.000956688	0.00334659	FALSE	6.4308e-06	1873	13	28587126	30068525	cad
cad	0.000285748	0.000554725	FALSE	3.96374e-11	1873	13	28587126	30068525	cad
psoriasis	0.00185767	0.0064983	FALSE	1.75763e-12	603	4	5972710	7135819	cad
cad	0.000242516	0.0004708	FALSE	1.38347e-07	603	4	5972710	7135819	cad
psoriasis	0.000851137	0.00297736	FALSE	8.51313e-06	1072	6	149278799	150635315	cad
cad	0.000205518	0.000398974	FALSE	5.20374e-08	1072	6	149278799	150635315	cad
psoriasis	0.00138713	0.00485233	FALSE	1.4411e-09	2482	22	37364005	38718589	cad
cad	0.000173711	0.000337227	FALSE	1.34055e-05	2482	22	37364005	38718589	cad
psoriasis	0.00327176	0.0114449	FALSE	8.79524e-40	2412	20	48212976	49236418	cad
cad	0.000170016	0.000330054	FALSE	7.11555e-07	2412	20	48212976	49236418	cad
psoriasis	0.00175113	0.00612562	FALSE	2.09285e-14	1493	10	6234719	6897037	cad
cad	0.000172709	0.000335281	FALSE	5.02961e-06	1493	10	6234719	6897037	cad
psoriasis	0.00261103	0.00913362	FALSE	6.52171e-25	1733	11	128262551	129451784	cad
cad	0.000169044	0.000328167	FALSE	1.10359e-05	1733	11	128262551	129451784	cad
psoriasis	0.000861	0.00301186	FALSE	1.08439e-05	974	6	38688721	39785907	cad
cad	0.000216966	0.000421199	FALSE	2.54826e-08	974	6	38688721	39785907	cad
psoriasis	0.00280782	0.00982202	FALSE	1.68894e-30	854	5	95117260	96467377	cad
cad	0.000156881	0.000304555	FALSE	8.22276e-06	854	5	95117260	96467377	cad
psoriasis	0.00112724	0.0039432	FALSE	5.91951e-07	221	2	15721704	17241115	cad
cad	0.000233659	0.000453606	FALSE	5.89794e-08	221	2	15721704	17241115	cad
psoriasis	0.00172171	0.0060227	FALSE	1.87706e-17	1732	11	127306872	128262550	cad
cad	0.000164616	0.000319572	FALSE	4.88697e-07	1732	11	127306872	128262550	cad
psoriasis	0.00117805	0.00412094	FALSE	4.14981e-08	275	2	68877775	70756283	cad
cad	0.000177555	0.00034469	FALSE	4.74878e-06	275	2	68877775	70756283	cad
psoriasis	0.00148477	0.00519388	FALSE	1.02247e-10	581	3	183203156	184524268	cad
cad	0.000198078	0.00038453	FALSE	1.09072e-06	581	3	183203156	184524268	cad
psoriasis	0.00100177	0.00350428	FALSE	2.70358e-06	2274	18	45718493	46558306	cad
cad	0.000247348	0.000480179	FALSE	5.04536e-09	2274	18	45718493	46558306	cad
psoriasis	0.00103771	0.00363	FALSE	1.67876e-06	936	6	11790672	13352326	cad
cad	0.00122509	0.00237828	FALSE	1.17044e-84	936	6	11790672	13352326	cad
psoriasis	0.00101564	0.00355281	FALSE	8.33613e-06	1353	8	128073655	129291118	cad
cad	0.000344059	0.000667927	FALSE	5.29368e-13	1353	8	128073655	129291118	cad
psoriasis	0.00113006	0.00395304	FALSE	3.56023e-07	1267	8	21650454	22895018	cad
cad	0.000253345	0.000491822	FALSE	3.85368e-09	1267	8	21650454	22895018	cad
psoriasis	0.0010863	0.00379999	FALSE	2.94419e-06	2165	16	83778372	84440154	cad
cad	0.000177338	0.000344269	FALSE	3.25926e-05	2165	16	83778372	84440154	cad
psoriasis	0.00119789	0.00419034	FALSE	1.63506e-08	271	2	64696090	65938002	cad
cad	0.000167806	0.000325764	FALSE	7.92954e-06	271	2	64696090	65938002	cad
psoriasis	0.00091769	0.00321017	FALSE	3.22618e-06	40	1	43512670	45167235	cad
cad	0.000166063	0.00032238	FALSE	6.65479e-06	40	1	43512670	45167235	cad
psoriasis	0.000871643	0.00304909	FALSE	2.22718e-05	2379	20	9279551	10279603	cad
cad	0.000146462	0.000284328	FALSE	0.000107389	2379	20	9279551	10279603	cad
psoriasis	0.000989895	0.00346275	FALSE	1.4716e-05	768	4	184338585	185483262	cad
cad	0.000276978	0.000537702	FALSE	1.76781e-09	768	4	184338585	185483262	cad
psoriasis	0.00170815	0.00597528	FALSE	1.89521e-18	1555	10	73514215	75694023	cad
cad	0.000128131	0.000248742	FALSE	1.26806e-05	1555	10	73514215	75694023	cad
psoriasis	0.00132821	0.00464619	FALSE	2.30889e-08	2167	16	85146806	86058597	cad
cad	0.000193987	0.00037659	FALSE	4.42962e-06	2167	16	85146806	86058597	cad
psoriasis	0.00120507	0.00421545	FALSE	1.84766e-07	781	5	4636543	5828694	cad
cad	0.000185292	0.000359709	FALSE	9.2378e-06	781	5	4636543	5828694	cad
psoriasis	0.000718228	0.00251243	FALSE	2.24664e-05	335	2	144503689	145977920	cad
cad	0.000269829	0.000523822	FALSE	2.78904e-13	335	2	144503689	145977920	cad
psoriasis	0.000956913	0.00334737	FALSE	1.03049e-05	1389	9	14244748	14902924	cad
cad	0.00024284	0.000471429	FALSE	1.13407e-08	1389	9	14244748	14902924	cad
psoriasis	0.00132778	0.0046447	FALSE	2.9957e-11	2355	19	48573066	49415189	cad
cad	0.000164268	0.000318896	FALSE	1.40703e-06	2355	19	48573066	49415189	cad
psoriasis	0.0010023	0.00350615	FALSE	1.1045e-05	915	5	166863414	168342743	cad
cad	0.00020691	0.000401677	FALSE	1.96397e-06	915	5	166863414	168342743	cad
psoriasis	0.00142838	0.00499663	FALSE	1.60527e-09	2232	17	75619257	76596287	cad
cad	0.000183551	0.000356331	FALSE	8.80922e-06	2232	17	75619257	76596287	cad
psoriasis	0.000958667	0.00335351	FALSE	5.16615e-06	2231	17	74908267	75619256	cad
cad	0.000174969	0.00033967	FALSE	7.84663e-06	2231	17	74908267	75619256	cad
psoriasis	0.00110566	0.00386771	FALSE	4.58652e-07	2039	15	26392948	27563172	cad
cad	0.000168348	0.000326815	FALSE	1.98791e-05	2039	15	26392948	27563172	cad
psoriasis	0.00112845	0.00394744	FALSE	6.03075e-07	1856	12	128372589	129170296	cad
cad	0.000193423	0.000375495	FALSE	2.54317e-06	1856	12	128372589	129170296	cad
psoriasis	0.001733	0.00606219	FALSE	3.3194e-13	1037	6	106053916	107309327	cad
cad	0.000214197	0.000415823	FALSE	2.34416e-07	1037	6	106053916	107309327	cad
psoriasis	0.00109904	0.00384456	FALSE	1.53758e-07	897	5	147180172	148662214	cad
cad	0.000174551	0.000338858	FALSE	4.1623e-06	897	5	147180172	148662214	cad
psoriasis	0.000949183	0.00332033	FALSE	1.09713e-05	1119	7	20122180	21390644	cad
cad	0.000239318	0.000464591	FALSE	2.34171e-08	1119	7	20122180	21390644	cad
psoriasis	0.000767698	0.00268548	FALSE	1.81247e-05	1568	10	88443653	89971628	cad
cad	0.00020882	0.000405386	FALSE	8.68098e-09	1568	10	88443653	89971628	cad
