axis	program_type	refined_state	parent_cell_type	n_paired_donors	mean_LS_minus_NL	bootstrap_ci_low	bootstrap_ci_high	signflip_p	fdr_by_program_type
F1	EXTENDED	keratinocyte_spinous_suprabasal	keratinocyte	10	-0.009494182187142203	-0.0412247742771194	0.01656769502335932	0.6760975609756098	0.9709136006614304
F1	EXTENDED	keratinocyte_stress_hypoxia	keratinocyte	8	0.04528533412361018	0.006746164097667466	0.08257188750937629	0.06614785992217899	0.4046341463414634
F1	EXTENDED	mast_cell	mast_cell	8	-0.012368933107344032	-0.032973065234696265	0.010794396136659196	0.30739299610894943	0.8484848484848485
F1	EXTENDED	melanocyte_unresolved	melanocyte	10	0.028378042833191987	0.004779386191185725	0.051091369943827875	0.0575609756097561	0.4046341463414634
F1	EXTENDED	myeloid_monocyte_macrophage	myeloid_monocyte	10	-0.001284228501206	-0.012642275026684352	0.009377306544330827	0.8517073170731707	1.0
F1	EXTENDED	unassigned_unresolved	unassigned	3	0.013936740793818736	-0.007382371201700211	0.0259227173314229	0.5555555555555556	0.9186046511627907
F2	CORE	B_cell_plasma	B_cell	7	-0.010163265021886494	-0.04037832601192464	0.02240802380412591	0.5813953488372093	0.9391771019677997
F2	CORE	B_cell_unresolved	B_cell	9	0.01780460281854844	-0.0029030896043857	0.04013730556609909	0.17348927875243664	0.5321637426900584
F2	CORE	T_cell_TRM_T17_like	T_cell	9	0.00505781432996676	-0.010050137062016722	0.02253466517349301	0.6101364522417154	0.9523681738897088
F2	CORE	T_cell_unresolved	T_cell	1	0.00886195974360418	0.00886195974360418	0.00886195974360418	1.0	1.0
F2	CORE	cytotoxic_NK_T	NK_cell	8	0.0039056777911330755	-0.010401257774928268	0.019634679806044004	0.6575875486381323	0.9523681738897088
F2	CORE	dendritic_LAMP3_CCR7	myeloid_monocyte	9	-0.014899238149813261	-0.037008113747642325	0.00838454541066036	0.23976608187134502	0.5923632610939112
F2	CORE	dendritic_unresolved	dendritic	1	-0.022853104363212515	-0.022853104363212515	-0.022853104363212515	1.0	1.0
F2	CORE	endothelial_activated	endothelial	9	0.01092581095226531	-0.019699836064330963	0.03338240140072522	0.5126705653021443	0.9150326797385622
F2	CORE	endothelial_vascular	endothelial	9	0.018112479423755025	0.007179273301454199	0.03158363947875962	0.017543859649122806	0.24561403508771928
F2	CORE	fibroblast_homeostatic_matrix	fibroblast	9	0.00819186381950665	-0.001803849107575673	0.020403994559176835	0.21637426900584794	0.5923632610939112
F2	CORE	fibroblast_inflammatory	fibroblast	7	0.005618231128199036	-0.012959831699937092	0.029439392010508974	0.689922480620155	0.9619812382739212
F2	CORE	keratinocyte_IFN_response	keratinocyte	4	-0.0018983043521298565	-0.019224108139206386	0.026464791977140578	1.0	1.0
F2	CORE	keratinocyte_basal	keratinocyte	10	0.021845101431537436	0.011973711804256989	0.03210960702069721	0.00878048780487805	0.22923976608187133
F2	CORE	keratinocyte_inflammatory_T17	keratinocyte	10	0.027285981843342973	0.005594461552887207	0.05039065428502401	0.05951219512195122	0.3124390243902439
F2	CORE	keratinocyte_proliferative	keratinocyte	4	0.023360922232421352	-0.0062688696964623425	0.05299071416130505	0.4117647058823529	0.7860962566844919
F2	CORE	keratinocyte_spinous_suprabasal	keratinocyte	10	-0.0035174181667562616	-0.026133947955548367	0.014335162007424018	0.8497560975609756	1.0
F2	CORE	keratinocyte_stress_hypoxia	keratinocyte	8	0.03720594556019241	0.010031076528597827	0.06588863708677697	0.05058365758754864	0.3124390243902439
F2	CORE	mast_cell	mast_cell	8	-0.00467376884582784	-0.021093072859578767	0.008592067037403088	0.6186770428015564	0.9523681738897088
F2	CORE	melanocyte_unresolved	melanocyte	10	0.019777723234711116	0.0025444365496222606	0.036760733420468525	0.07317073170731707	0.3192982456140351
F2	CORE	myeloid_monocyte_macrophage	myeloid_monocyte	10	0.007074416880334794	-0.0059716353384368795	0.022412813473372675	0.40487804878048783	0.7860962566844919
F2	CORE	unassigned_unresolved	unassigned	3	0.011869991013558215	-0.0009704735058708724	0.0313591138889007	0.5555555555555556	0.9150326797385622
F2	EXTENDED	B_cell_plasma	B_cell	7	-0.01596095641630963	-0.04388747737589656	0.013727580379115013	0.3488372093023256	0.8618331053351573
F2	EXTENDED	B_cell_unresolved	B_cell	9	0.004228575246050035	-0.016600276917657558	0.0262897792506697	0.7348927875243665	0.9956611960007545
F2	EXTENDED	T_cell_TRM_T17_like	T_cell	9	-0.00033649669046883736	-0.015004434158300415	0.0163155573762446	0.9727095516569201	1.0
F2	EXTENDED	T_cell_unresolved	T_cell	1	-0.005524246226854962	-0.005524246226854962	-0.005524246226854962	1.0	1.0
F2	EXTENDED	cytotoxic_NK_T	NK_cell	8	0.0013996040678865805	-0.010790547459342622	0.014942495389836276	0.8599221789883269	1.0
F2	EXTENDED	dendritic_LAMP3_CCR7	myeloid_monocyte	9	-0.016583929560106722	-0.03252841628280848	0.0004380240122283941	0.10331384015594541	0.4565853658536585
F2	EXTENDED	dendritic_unresolved	dendritic	1	5.1118003657896205e-06	5.1118003657896205e-06	5.1118003657896205e-06	1.0	1.0
F2	EXTENDED	endothelial_activated	endothelial	9	0.01071789332101821	-0.018623563033503158	0.03345719246222348	0.49707602339181284	0.9186046511627907
F2	EXTENDED	endothelial_vascular	endothelial	9	0.01666186041716898	0.003991007069173357	0.030661873992674036	0.037037037037037035	0.4046341463414634
F2	EXTENDED	fibroblast_homeostatic_matrix	fibroblast	9	0.006931964277597565	-0.0026145956785370798	0.018351587435236485	0.26705653021442494	0.847953216374269
F2	EXTENDED	fibroblast_inflammatory	fibroblast	7	0.005715158856985889	-0.008875761261001805	0.02355243922639	0.5658914728682171	0.9186046511627907
F2	EXTENDED	keratinocyte_IFN_response	keratinocyte	4	-0.004739337469089559	-0.026206653823850644	0.0323183875580053	0.8823529411764706	1.0
F2	EXTENDED	keratinocyte_basal	keratinocyte	10	0.020017023214197894	0.008244477994947999	0.030894924982612624	0.018536585365853658	0.4046341463414634
F2	EXTENDED	keratinocyte_inflammatory_T17	keratinocyte	10	0.029337033327188188	0.00818696408025044	0.052709837493391816	0.04	0.4046341463414634
F2	EXTENDED	keratinocyte_proliferative	keratinocyte	4	0.018809148737690663	-0.007375814194915314	0.04499411167029664	0.5294117647058824	0.9186046511627907
F2	EXTENDED	keratinocyte_spinous_suprabasal	keratinocyte	10	-0.006589864690703479	-0.02853269124569232	0.010960311216998784	0.7014634146341463	0.9820487804878049
F2	EXTENDED	keratinocyte_stress_hypoxia	keratinocyte	8	0.03204444720856931	0.004861152328691163	0.06041422049053136	0.07392996108949416	0.4046341463414634
F2	EXTENDED	mast_cell	mast_cell	8	-0.006294975561213181	-0.021492521084127636	0.007609018643783542	0.48638132295719844	0.9186046511627907
F2	EXTENDED	melanocyte_unresolved	melanocyte	10	0.015964688424667892	-0.0012365187860658854	0.0328041906356626	0.11414634146341464	0.4565853658536585
F2	EXTENDED	myeloid_monocyte_macrophage	myeloid_monocyte	10	0.0011489754209890735	-0.010777788519809808	0.013898467366735803	0.855609756097561	1.0
F2	EXTENDED	unassigned_unresolved	unassigned	3	0.007187182748896866	-0.0011781762603222945	0.019567704607129338	0.5555555555555556	0.9186046511627907
F6	CORE	B_cell_plasma	B_cell	7	-0.005214369214110305	-0.09574247718681961	0.0835544169693975	0.9069767441860465	1.0
F6	CORE	B_cell_unresolved	B_cell	9	0.047091208053050795	-0.0028418796681926204	0.10682276918353761	0.15009746588693956	0.490272373540856
F6	CORE	T_cell_TRM_T17_like	T_cell	9	0.025789628789721544	-0.012417691863369777	0.06380602755929293	0.23586744639376217	0.5923632610939112
F6	CORE	T_cell_unresolved	T_cell	1	0.02941501012016351	0.02941501012016351	0.02941501012016351	1.0	1.0
F6	CORE	cytotoxic_NK_T	NK_cell	8	0.012616631378037362	-0.008095797024015397	0.03147672884119277	0.2918287937743191	0.6809338521400778
F6	CORE	dendritic_LAMP3_CCR7	myeloid_monocyte	9	-0.038543195757940595	-0.09170022618512436	0.01673070160150496	0.17738791423001948	0.5321637426900584
F6	CORE	dendritic_unresolved	dendritic	1	0.05340228955221257	0.05340228955221257	0.05340228955221257	1.0	1.0
F6	CORE	endothelial_activated	endothelial	9	0.03246168447502987	-0.041049781822513634	0.08560609421615338	0.38791423001949316	0.7860962566844919
F6	CORE	endothelial_vascular	endothelial	9	0.02722802810038762	0.011048935541254646	0.046473140925979026	0.01364522417153996	0.22923976608187133
F6	CORE	fibroblast_homeostatic_matrix	fibroblast	9	0.016422151611865523	0.005422997446481412	0.02778859316636151	0.03313840155945419	0.2783625730994152
F6	CORE	fibroblast_inflammatory	fibroblast	7	0.03584594428506911	-0.02556279577049403	0.1030668116428034	0.3643410852713178	0.7847346451997614
F6	CORE	keratinocyte_IFN_response	keratinocyte	4	-0.019867934626849687	-0.09002311711769037	0.0895677956473753	0.7647058823529411	0.9732620320855615
F6	CORE	keratinocyte_basal	keratinocyte	10	0.05178534857312278	0.028042198291555912	0.07296273720836773	0.006829268292682927	0.22923976608187133
F6	CORE	keratinocyte_inflammatory_T17	keratinocyte	10	0.05797232824442087	0.0014938417872822664	0.11596263463074705	0.09658536585365854	0.35274655355249207
F6	CORE	keratinocyte_proliferative	keratinocyte	4	0.07087172324326821	-0.04770746551840788	0.15702642947609136	0.4117647058823529	0.7860962566844919
F6	CORE	keratinocyte_spinous_suprabasal	keratinocyte	10	-0.00886519555313775	-0.05181630207653571	0.028531603036396177	0.744390243902439	0.9619812382739212
F6	CORE	keratinocyte_stress_hypoxia	keratinocyte	8	0.09352178067259254	0.017395847144112703	0.16967097375252455	0.05058365758754864	0.3124390243902439
F6	CORE	mast_cell	mast_cell	8	-0.010881078369129042	-0.050056064752555814	0.027476332190414378	0.6342412451361867	0.9523681738897088
F6	CORE	melanocyte_unresolved	melanocyte	10	0.05754718488169035	0.017046480201366204	0.09459817893031765	0.03024390243902439	0.2783625730994152
F6	CORE	myeloid_monocyte_macrophage	myeloid_monocyte	10	0.014128996810559458	-0.0061157347914172705	0.03543656752220371	0.23512195121951218	0.5923632610939112
F6	CORE	unassigned_unresolved	unassigned	3	0.045958496864723454	0.02112804276464869	0.08674992424421724	0.3333333333333333	0.7368421052631579
F6	EXTENDED	B_cell_plasma	B_cell	7	-0.02196598973772421	-0.0952651921165134	0.05155865081295398	0.5968992248062015	0.9186046511627907
F6	EXTENDED	B_cell_unresolved	B_cell	9	0.05195589376671543	0.006709824784691371	0.10808954358052174	0.07212475633528265	0.4046341463414634
F6	EXTENDED	T_cell_TRM_T17_like	T_cell	9	0.014597865105918472	-0.014022843196306178	0.04540598677729634	0.391812865497076	0.9186046511627907
F6	EXTENDED	T_cell_unresolved	T_cell	1	3.617758915125391e-05	3.617758915125391e-05	3.617758915125391e-05	1.0	1.0
F6	EXTENDED	cytotoxic_NK_T	NK_cell	8	0.003180828048018107	-0.014849613404447858	0.020837713531759477	0.7976653696498055	1.0
F6	EXTENDED	dendritic_LAMP3_CCR7	myeloid_monocyte	9	-0.02657242618664833	-0.07370663854782471	0.02562836449656443	0.3255360623781676	0.8484848484848485
F6	EXTENDED	dendritic_unresolved	dendritic	1	0.009432162708151892	0.009432162708151892	0.009432162708151892	1.0	1.0
F6	EXTENDED	endothelial_activated	endothelial	9	0.012163242147218173	-0.04674495896415982	0.057515493854876185	0.7153996101364523	0.9851404467452786
F6	EXTENDED	endothelial_vascular	endothelial	9	0.01369157104170065	-0.0019416247122616605	0.03185936485772664	0.2046783625730994	0.687719298245614
F6	EXTENDED	fibroblast_homeostatic_matrix	fibroblast	9	0.004689848941705648	-0.0068467225308178606	0.01673420613315282	0.48148148148148145	0.9186046511627907
F6	EXTENDED	fibroblast_inflammatory	fibroblast	7	0.0004559892695875169	-0.04534786231156746	0.05559700492189109	1.0	1.0
F6	EXTENDED	keratinocyte_IFN_response	keratinocyte	4	-0.015159564520546565	-0.07063497770252522	0.05827605133683557	0.7647058823529411	1.0
F6	EXTENDED	keratinocyte_basal	keratinocyte	10	0.04704504705856949	0.024124197356905453	0.06788684558643653	0.00878048780487805	0.3687804878048781
F6	EXTENDED	keratinocyte_inflammatory_T17	keratinocyte	10	0.06318168837640374	0.011361153661510456	0.11440578726352822	0.0575609756097561	0.4046341463414634
F6	EXTENDED	keratinocyte_proliferative	keratinocyte	4	0.08319381680131274	-0.03837614550130958	0.15828665780148357	0.29411764705882354	0.8484848484848485
F6	EXTENDED	keratinocyte_spinous_suprabasal	keratinocyte	10	-0.020602357574682862	-0.06348183244824322	0.016163151886086257	0.43414634146341463	0.9186046511627907
F6	EXTENDED	keratinocyte_stress_hypoxia	keratinocyte	8	0.06460305839164979	0.013941699208611545	0.11323376537098098	0.06614785992217899	0.4046341463414634
F6	EXTENDED	mast_cell	mast_cell	8	-0.008984317913456101	-0.048420980812254724	0.03283671472603422	0.5953307392996109	0.9186046511627907
F6	EXTENDED	melanocyte_unresolved	melanocyte	10	0.04482515401657243	0.012900282675832658	0.07408244897324272	0.03414634146341464	0.4046341463414634
F6	EXTENDED	myeloid_monocyte_macrophage	myeloid_monocyte	10	0.007280625838594679	-0.0144783725408664	0.028389682806958586	0.5453658536585366	0.9186046511627907
F6	EXTENDED	unassigned_unresolved	unassigned	3	0.04101877593536169	0.01013695284193622	0.08094651755322538	0.3333333333333333	0.8484848484848485
F7	CORE	B_cell_plasma	B_cell	7	-0.07310971840288484	-0.2821730211147757	0.13002025154399677	0.5348837209302325	0.9150326797385622
F7	CORE	B_cell_unresolved	B_cell	9	0.12823861832608804	-0.011402146562196173	0.3286220767875259	0.25925925925925924	0.6222222222222221
F7	CORE	T_cell_TRM_T17_like	T_cell	9	0.018979733650013115	-0.04360566746286146	0.09538226833525992	0.7348927875243665	0.9619812382739212
F7	CORE	T_cell_unresolved	T_cell	1	-0.04715694611205068	-0.04715694611205068	-0.04715694611205068	1.0	1.0
F7	CORE	cytotoxic_NK_T	NK_cell	8	0.007053115426204515	-0.06889114340966213	0.09507159816392934	0.8287937743190662	1.0
F7	CORE	dendritic_LAMP3_CCR7	myeloid_monocyte	9	-0.025630543143573787	-0.15382305444556924	0.11081563085915508	0.7309941520467836	0.9619812382739212
F7	CORE	dendritic_unresolved	dendritic	1	-0.1784795307564393	-0.1784795307564393	-0.1784795307564393	1.0	1.0
F7	CORE	endothelial_activated	endothelial	9	-0.04142263134904847	-0.1782990372237453	0.057100353432755845	0.695906432748538	0.9619812382739212
F7	CORE	endothelial_vascular	endothelial	9	-0.03830006508832189	-0.07134379012209861	-0.0077066061010507714	0.07602339181286549	0.3192982456140351
F7	CORE	fibroblast_homeostatic_matrix	fibroblast	9	-0.02311189309551034	-0.04506792612265156	-0.002539203577722851	0.08382066276803118	0.33528265107212474
F7	CORE	fibroblast_inflammatory	fibroblast	7	-0.04307960737349627	-0.14172835906678452	0.07727677813491128	0.5193798449612403	0.9150326797385622
F7	CORE	keratinocyte_IFN_response	keratinocyte	4	-0.03160024087662455	-0.1176125716134035	0.061065221216449195	0.6470588235294118	0.9523681738897088
F7	CORE	keratinocyte_basal	keratinocyte	10	0.00690502778012807	-0.05289646525577953	0.0735266400853007	0.8419512195121951	1.0
F7	CORE	keratinocyte_inflammatory_T17	keratinocyte	10	0.04193957997856683	-0.0700747440132898	0.15457011187755812	0.5082926829268293	0.9150326797385622
F7	CORE	keratinocyte_proliferative	keratinocyte	4	0.015404204067927307	-0.14202664816027483	0.17025094941512053	1.0	1.0
F7	CORE	keratinocyte_spinous_suprabasal	keratinocyte	10	-0.12333768543418974	-0.19792135077980566	-0.051060419745390835	0.012682926829268294	0.22923976608187133
F7	CORE	keratinocyte_stress_hypoxia	keratinocyte	8	0.20001242402284491	-0.014331726913418157	0.4412908420483991	0.1517509727626459	0.490272373540856
F7	CORE	mast_cell	mast_cell	8	-0.07335790622334193	-0.1267325768055507	-0.014390936558885108	0.06614785992217899	0.3192982456140351
F7	CORE	melanocyte_unresolved	melanocyte	10	0.02205950710279143	-0.008817079160351977	0.05161957775777788	0.21951219512195122	0.5923632610939112
F7	CORE	myeloid_monocyte_macrophage	myeloid_monocyte	10	-0.006013515727540564	-0.05501262589502811	0.04531988455226994	0.824390243902439	1.0
F7	CORE	unassigned_unresolved	unassigned	3	0.18578439660846038	0.030034101714484507	0.28317663389315273	0.3333333333333333	0.7368421052631579
F7	EXTENDED	B_cell_plasma	B_cell	7	-0.04086928208810192	-0.1572415554725828	0.07612817654741298	0.5503875968992248	0.9186046511627907
F7	EXTENDED	B_cell_unresolved	B_cell	9	0.08529050400547511	0.005410258165722368	0.20482406337307768	0.08382066276803118	0.41417268661850704
F7	EXTENDED	T_cell_TRM_T17_like	T_cell	9	0.013098658698628425	-0.024664286450916655	0.05573197188621679	0.6023391812865497	0.9186046511627907
F7	EXTENDED	T_cell_unresolved	T_cell	1	-0.007282983876828797	-0.007282983876828797	-0.007282983876828797	1.0	1.0
F7	EXTENDED	cytotoxic_NK_T	NK_cell	8	0.008246990142069408	-0.027254961937906164	0.05570337486442052	0.7821011673151751	1.0
F7	EXTENDED	dendritic_LAMP3_CCR7	myeloid_monocyte	9	-0.012020622931082588	-0.08612629828097178	0.06802454007086688	0.7504873294346979	1.0
F7	EXTENDED	dendritic_unresolved	dendritic	1	-0.05192188418239402	-0.05192188418239402	-0.05192188418239402	1.0	1.0
F7	EXTENDED	endothelial_activated	endothelial	9	-0.01079719886501841	-0.10024086373736331	0.05534382942502634	0.8830409356725146	1.0
F7	EXTENDED	endothelial_vascular	endothelial	9	-0.006555055545689458	-0.02627076082191516	0.01281454765696178	0.571150097465887	0.9186046511627907
F7	EXTENDED	fibroblast_homeostatic_matrix	fibroblast	9	-0.0029754753110408216	-0.012446699344708803	0.006816569697456294	0.5360623781676414	0.9186046511627907
F7	EXTENDED	fibroblast_inflammatory	fibroblast	7	-0.02155179233157862	-0.08161616795586679	0.05518761129953582	0.6124031007751938	0.9186046511627907
F7	EXTENDED	keratinocyte_IFN_response	keratinocyte	4	-0.01309949068942734	-0.07936236002339525	0.06535667374202209	0.8823529411764706	1.0
F7	EXTENDED	keratinocyte_basal	keratinocyte	10	0.02610064645452368	-0.0050193513301676675	0.06106067712729848	0.1648780487804878	0.6021633085896076
F7	EXTENDED	keratinocyte_inflammatory_T17	keratinocyte	10	0.04497708089795051	-0.02616799596673733	0.11715137949612642	0.27414634146341466	0.847953216374269
F7	EXTENDED	keratinocyte_proliferative	keratinocyte	4	0.045760816207751076	-0.045854433692033014	0.13737606610753517	0.5294117647058824	0.9186046511627907
F7	EXTENDED	keratinocyte_spinous_suprabasal	keratinocyte	10	-0.05900801768912064	-0.11005272343977252	-0.012347614299651312	0.04390243902439024	0.4046341463414634
F7	EXTENDED	keratinocyte_stress_hypoxia	keratinocyte	8	0.11450275886078884	0.00650529608815921	0.23791648381639424	0.11284046692607004	0.4565853658536585
F7	EXTENDED	mast_cell	mast_cell	8	-0.033615950741455194	-0.06716682454429256	0.001443654739348441	0.10505836575875487	0.4565853658536585
F7	EXTENDED	melanocyte_unresolved	melanocyte	10	0.029142944070474085	0.003035578688561164	0.05346909612789942	0.07707317073170732	0.4046341463414634
F7	EXTENDED	myeloid_monocyte_macrophage	myeloid_monocyte	10	0.006795298320893284	-0.023481495778148558	0.03819280959222315	0.6819512195121952	0.9709136006614304
F7	EXTENDED	unassigned_unresolved	unassigned	3	0.1004437670781098	0.01600601219564124	0.14347849830095938	0.3333333333333333	0.8484848484848485
