sample_name	axis	program_type	spatial_program	spot_spearman	n_spots
NS2	F1	EXTENDED	keratinocyte_inflammatory_T17	0.40429138995578984	904
NS2	F1	EXTENDED	keratinocyte_stress_hypoxia	0.5763332603193938	904
NS2	F1	EXTENDED	fibroblast_matrix	-0.22715955279377392	904
NS2	F1	EXTENDED	fibroblast_inflammatory	0.15473993657986548	904
NS2	F1	EXTENDED	endothelial_vascular	0.2550868934683478	904
NS2	F1	EXTENDED	myeloid_dendritic	0.5158560923190276	904
NS2	F1	EXTENDED	T_NK_cytotoxic	0.3198696211515427	904
NS2	F1	EXTENDED	B_plasma	0.17512541238461976	904
NS2	F2	CORE	keratinocyte_basal	0.6128914889859094	904
NS2	F2	CORE	keratinocyte_spinous_suprabasal	0.31600243325201055	904
NS2	F2	CORE	keratinocyte_inflammatory_T17	0.330896560472029	904
NS2	F2	CORE	keratinocyte_stress_hypoxia	0.5488203554363649	904
NS2	F2	CORE	fibroblast_matrix	-0.1638685644980988	904
NS2	F2	CORE	fibroblast_inflammatory	0.23762365337599245	904
NS2	F2	CORE	endothelial_vascular	0.30042432151375764	904
NS2	F2	CORE	myeloid_dendritic	0.5505159161816979	904
NS2	F2	CORE	T_NK_cytotoxic	0.36709447863124356	904
NS2	F2	CORE	B_plasma	0.1830587163662075	904
NS2	F2	EXTENDED	keratinocyte_basal	0.597357128347977	904
NS2	F2	EXTENDED	keratinocyte_spinous_suprabasal	0.307297188935874	904
NS2	F2	EXTENDED	keratinocyte_inflammatory_T17	0.3244912504163981	904
NS2	F2	EXTENDED	keratinocyte_stress_hypoxia	0.5349411440431111	904
NS2	F2	EXTENDED	fibroblast_matrix	-0.12825710121495507	904
NS2	F2	EXTENDED	fibroblast_inflammatory	0.2568807505566878	904
NS2	F2	EXTENDED	endothelial_vascular	0.313457066722926	904
NS2	F2	EXTENDED	myeloid_dendritic	0.5516171500000123	904
NS2	F2	EXTENDED	T_NK_cytotoxic	0.37524496785340256	904
NS2	F2	EXTENDED	B_plasma	0.18692298177348385	904
NS2	F6	CORE	keratinocyte_basal	0.6602376931199492	904
NS2	F6	CORE	keratinocyte_spinous_suprabasal	0.3321348764827236	904
NS2	F6	CORE	keratinocyte_inflammatory_T17	0.3629024196856272	904
NS2	F6	CORE	keratinocyte_stress_hypoxia	0.5715660165620935	904
NS2	F6	CORE	fibroblast_matrix	-0.2487579419387039	904
NS2	F6	CORE	fibroblast_inflammatory	0.14865275378119167	904
NS2	F6	CORE	endothelial_vascular	0.23175196431344106	904
NS2	F6	CORE	myeloid_dendritic	0.5160757885445159	904
NS2	F6	CORE	T_NK_cytotoxic	0.32655664494653824	904
NS2	F6	CORE	B_plasma	0.16162208902215155	904
NS2	F6	EXTENDED	keratinocyte_basal	0.6801878401772538	904
NS2	F6	EXTENDED	keratinocyte_spinous_suprabasal	0.3355653134227461	904
NS2	F6	EXTENDED	keratinocyte_inflammatory_T17	0.3840492249733193	904
NS2	F6	EXTENDED	keratinocyte_stress_hypoxia	0.580744067919233	904
NS2	F6	EXTENDED	fibroblast_matrix	-0.25930943549068064	904
NS2	F6	EXTENDED	fibroblast_inflammatory	0.1468983829393531	904
NS2	F6	EXTENDED	endothelial_vascular	0.23584095028907212	904
NS2	F6	EXTENDED	myeloid_dendritic	0.5270189947003738	904
NS2	F6	EXTENDED	T_NK_cytotoxic	0.32338242394739164	904
NS2	F6	EXTENDED	B_plasma	0.1622873396209604	904
NS2	F7	CORE	keratinocyte_basal	0.6727091121862998	904
NS2	F7	CORE	keratinocyte_spinous_suprabasal	0.30775975508556	904
NS2	F7	CORE	keratinocyte_inflammatory_T17	0.39251639862731785	904
NS2	F7	CORE	keratinocyte_stress_hypoxia	0.5521028800533558	904
NS2	F7	CORE	fibroblast_matrix	-0.28057379053672615	904
NS2	F7	CORE	fibroblast_inflammatory	0.13241056472635182	904
NS2	F7	CORE	endothelial_vascular	0.28624579863041427	904
NS2	F7	CORE	myeloid_dendritic	0.5110717076263087	904
NS2	F7	CORE	T_NK_cytotoxic	0.30649468350851666	904
NS2	F7	CORE	B_plasma	0.17157458240628132	904
NS2	F7	EXTENDED	keratinocyte_basal	0.682263883487979	904
NS2	F7	EXTENDED	keratinocyte_spinous_suprabasal	0.31226519843887257	904
NS2	F7	EXTENDED	keratinocyte_inflammatory_T17	0.399449144911629	904
NS2	F7	EXTENDED	keratinocyte_stress_hypoxia	0.5763667899639142	904
NS2	F7	EXTENDED	fibroblast_matrix	-0.28023391119615465	904
NS2	F7	EXTENDED	fibroblast_inflammatory	0.12970196771448286	904
NS2	F7	EXTENDED	endothelial_vascular	0.2697473867809457	904
NS2	F7	EXTENDED	myeloid_dendritic	0.5186696918820167	904
NS2	F7	EXTENDED	T_NK_cytotoxic	0.32123593540495526	904
NS2	F7	EXTENDED	B_plasma	0.17512280155911672	904
PP1	F1	CORE	keratinocyte_basal	0.3826110746895524	1352
PP1	F1	CORE	keratinocyte_spinous_suprabasal	-0.1903865705302484	1352
PP1	F1	CORE	keratinocyte_inflammatory_T17	-0.13826912765854527	1352
PP1	F1	CORE	keratinocyte_stress_hypoxia	0.4895159572811054	1352
PP1	F1	CORE	fibroblast_matrix	-0.25117432861972794	1352
PP1	F1	CORE	fibroblast_inflammatory	0.11687458802835063	1352
PP1	F1	CORE	endothelial_vascular	0.2757577070128129	1352
PP1	F1	CORE	myeloid_dendritic	0.4120056367844656	1352
PP1	F1	CORE	T_NK_cytotoxic	0.4049540546291551	1352
PP1	F1	CORE	B_plasma	0.27348051386677824	1352
PP1	F1	EXTENDED	keratinocyte_basal	0.36317287162439493	1352
PP1	F1	EXTENDED	keratinocyte_spinous_suprabasal	-0.19326669209043879	1352
PP1	F1	EXTENDED	keratinocyte_inflammatory_T17	-0.12848754838081067	1352
PP1	F1	EXTENDED	keratinocyte_stress_hypoxia	0.5069970387668074	1352
PP1	F1	EXTENDED	fibroblast_matrix	-0.22570997819246627	1352
PP1	F1	EXTENDED	fibroblast_inflammatory	0.13878613193131653	1352
PP1	F1	EXTENDED	endothelial_vascular	0.30831753328048955	1352
PP1	F1	EXTENDED	myeloid_dendritic	0.43551975570850016	1352
PP1	F1	EXTENDED	T_NK_cytotoxic	0.4358979169491177	1352
PP1	F1	EXTENDED	B_plasma	0.29736564023661305	1352
PP1	F2	CORE	keratinocyte_basal	0.2704706722975207	1352
PP1	F2	CORE	keratinocyte_spinous_suprabasal	-0.22592567976016825	1352
PP1	F2	CORE	keratinocyte_inflammatory_T17	-0.1761009407336289	1352
PP1	F2	CORE	keratinocyte_stress_hypoxia	0.47369359454033694	1352
PP1	F2	CORE	fibroblast_matrix	-0.10315186690248349	1352
PP1	F2	CORE	fibroblast_inflammatory	0.21242798809014515	1352
PP1	F2	CORE	endothelial_vascular	0.3826290089946951	1352
PP1	F2	CORE	myeloid_dendritic	0.4646107390417935	1352
PP1	F2	CORE	T_NK_cytotoxic	0.4484625209789504	1352
PP1	F2	CORE	B_plasma	0.318098297184553	1352
PP1	F2	EXTENDED	keratinocyte_basal	0.2559453063993597	1352
PP1	F2	EXTENDED	keratinocyte_spinous_suprabasal	-0.2830434688914891	1352
PP1	F2	EXTENDED	keratinocyte_inflammatory_T17	-0.23745558604942865	1352
PP1	F2	EXTENDED	keratinocyte_stress_hypoxia	0.4517143618851814	1352
PP1	F2	EXTENDED	fibroblast_matrix	-0.06852613083221333	1352
PP1	F2	EXTENDED	fibroblast_inflammatory	0.2533855343641432	1352
PP1	F2	EXTENDED	endothelial_vascular	0.41468120430293065	1352
PP1	F2	EXTENDED	myeloid_dendritic	0.47607844984374953	1352
PP1	F2	EXTENDED	T_NK_cytotoxic	0.43612993039046927	1352
PP1	F2	EXTENDED	B_plasma	0.3110551952810015	1352
PP1	F6	CORE	keratinocyte_basal	0.38174105686647153	1352
PP1	F6	CORE	keratinocyte_spinous_suprabasal	-0.08452007685414575	1352
PP1	F6	CORE	keratinocyte_inflammatory_T17	-0.02035817430520092	1352
PP1	F6	CORE	keratinocyte_stress_hypoxia	0.5402310301375678	1352
PP1	F6	CORE	fibroblast_matrix	-0.26589687243790383	1352
PP1	F6	CORE	fibroblast_inflammatory	0.08078708637783157	1352
PP1	F6	CORE	endothelial_vascular	0.2428177136365426	1352
PP1	F6	CORE	myeloid_dendritic	0.4076671280814386	1352
PP1	F6	CORE	T_NK_cytotoxic	0.4454197573435857	1352
PP1	F6	CORE	B_plasma	0.2899634933535643	1352
PP1	F6	EXTENDED	keratinocyte_basal	0.40997257077182386	1352
PP1	F6	EXTENDED	keratinocyte_spinous_suprabasal	-0.11743160649050663	1352
PP1	F6	EXTENDED	keratinocyte_inflammatory_T17	-0.04759588757197365	1352
PP1	F6	EXTENDED	keratinocyte_stress_hypoxia	0.53696660997407	1352
PP1	F6	EXTENDED	fibroblast_matrix	-0.278335045269342	1352
PP1	F6	EXTENDED	fibroblast_inflammatory	0.10148939707223203	1352
PP1	F6	EXTENDED	endothelial_vascular	0.25347013359390197	1352
PP1	F6	EXTENDED	myeloid_dendritic	0.4268466869078891	1352
PP1	F6	EXTENDED	T_NK_cytotoxic	0.4481508384397821	1352
PP1	F6	EXTENDED	B_plasma	0.2935427938372387	1352
PP1	F7	CORE	keratinocyte_basal	0.44898799303199516	1352
PP1	F7	CORE	keratinocyte_spinous_suprabasal	-0.2018567906153087	1352
PP1	F7	CORE	keratinocyte_inflammatory_T17	-0.1354866686939517	1352
PP1	F7	CORE	keratinocyte_stress_hypoxia	0.4591509322454536	1352
PP1	F7	CORE	fibroblast_matrix	-0.24849092097301567	1352
PP1	F7	CORE	fibroblast_inflammatory	0.19266124545038135	1352
PP1	F7	CORE	endothelial_vascular	0.3035257828613924	1352
PP1	F7	CORE	myeloid_dendritic	0.4584394312663236	1352
PP1	F7	CORE	T_NK_cytotoxic	0.41235579109054027	1352
PP1	F7	CORE	B_plasma	0.2959236683892556	1352
PP1	F7	EXTENDED	keratinocyte_basal	0.4373105701443248	1352
PP1	F7	EXTENDED	keratinocyte_spinous_suprabasal	-0.17297931146612475	1352
PP1	F7	EXTENDED	keratinocyte_inflammatory_T17	-0.10231726492213128	1352
PP1	F7	EXTENDED	keratinocyte_stress_hypoxia	0.5078226512488011	1352
PP1	F7	EXTENDED	fibroblast_matrix	-0.27802141106621414	1352
PP1	F7	EXTENDED	fibroblast_inflammatory	0.1495306633932594	1352
PP1	F7	EXTENDED	endothelial_vascular	0.28621103210157045	1352
PP1	F7	EXTENDED	myeloid_dendritic	0.45081802110099617	1352
PP1	F7	EXTENDED	T_NK_cytotoxic	0.4400204324918113	1352
PP1	F7	EXTENDED	B_plasma	0.3081714400462756	1352
PP2	F1	CORE	keratinocyte_basal	0.5012327523843108	1393
PP2	F1	CORE	keratinocyte_spinous_suprabasal	0.1938620432209026	1393
PP2	F1	CORE	keratinocyte_inflammatory_T17	0.0005960391180659643	1393
PP2	F1	CORE	keratinocyte_stress_hypoxia	0.45870543473968245	1393
PP2	F1	CORE	fibroblast_matrix	-0.5187549884733846	1393
PP2	F1	CORE	fibroblast_inflammatory	-0.03721974631494009	1393
PP2	F1	CORE	endothelial_vascular	0.113789252659977	1393
PP2	F1	CORE	myeloid_dendritic	0.3196819883254608	1393
PP2	F1	CORE	T_NK_cytotoxic	0.4047815852801934	1393
PP2	F1	CORE	B_plasma	0.22200201086398644	1393
PP2	F1	EXTENDED	keratinocyte_basal	0.5258654075386856	1393
PP2	F1	EXTENDED	keratinocyte_spinous_suprabasal	0.1934535637524559	1393
PP2	F1	EXTENDED	keratinocyte_inflammatory_T17	0.02311911701044323	1393
PP2	F1	EXTENDED	keratinocyte_stress_hypoxia	0.4675708353996871	1393
PP2	F1	EXTENDED	fibroblast_matrix	-0.49961090642890105	1393
PP2	F1	EXTENDED	fibroblast_inflammatory	-0.010602863200260045	1393
PP2	F1	EXTENDED	endothelial_vascular	0.1328736441861988	1393
PP2	F1	EXTENDED	myeloid_dendritic	0.3336436894342782	1393
PP2	F1	EXTENDED	T_NK_cytotoxic	0.4163832307677215	1393
PP2	F1	EXTENDED	B_plasma	0.22417776275018958	1393
PP2	F2	CORE	keratinocyte_basal	0.49928701272975035	1393
PP2	F2	CORE	keratinocyte_spinous_suprabasal	0.17402410242178895	1393
PP2	F2	CORE	keratinocyte_inflammatory_T17	0.019349376022602643	1393
PP2	F2	CORE	keratinocyte_stress_hypoxia	0.4626751778635125	1393
PP2	F2	CORE	fibroblast_matrix	-0.46586815798984405	1393
PP2	F2	CORE	fibroblast_inflammatory	-0.01155815777278427	1393
PP2	F2	CORE	endothelial_vascular	0.1356992353398376	1393
PP2	F2	CORE	myeloid_dendritic	0.34103929796085075	1393
PP2	F2	CORE	T_NK_cytotoxic	0.4131586555570947	1393
PP2	F2	CORE	B_plasma	0.22956291992240052	1393
PP2	F2	EXTENDED	keratinocyte_basal	0.4934593074844938	1393
PP2	F2	EXTENDED	keratinocyte_spinous_suprabasal	0.1455888788920362	1393
PP2	F2	EXTENDED	keratinocyte_inflammatory_T17	-0.011890003728773841	1393
PP2	F2	EXTENDED	keratinocyte_stress_hypoxia	0.4655934242521376	1393
PP2	F2	EXTENDED	fibroblast_matrix	-0.4474871467958304	1393
PP2	F2	EXTENDED	fibroblast_inflammatory	0.004008764706686961	1393
PP2	F2	EXTENDED	endothelial_vascular	0.13858881627694952	1393
PP2	F2	EXTENDED	myeloid_dendritic	0.3446831139793634	1393
PP2	F2	EXTENDED	T_NK_cytotoxic	0.4089946306733813	1393
PP2	F2	EXTENDED	B_plasma	0.23262907557862667	1393
PP2	F6	CORE	keratinocyte_basal	0.5261171576268309	1393
PP2	F6	CORE	keratinocyte_spinous_suprabasal	0.25298464031138407	1393
PP2	F6	CORE	keratinocyte_inflammatory_T17	0.09506312298325499	1393
PP2	F6	CORE	keratinocyte_stress_hypoxia	0.48361456386535134	1393
PP2	F6	CORE	fibroblast_matrix	-0.5364152616882772	1393
PP2	F6	CORE	fibroblast_inflammatory	-0.04663742528073829	1393
PP2	F6	CORE	endothelial_vascular	0.08028334093403337	1393
PP2	F6	CORE	myeloid_dendritic	0.33907468875528257	1393
PP2	F6	CORE	T_NK_cytotoxic	0.4100546504221146	1393
PP2	F6	CORE	B_plasma	0.22874176554110345	1393
PP2	F6	EXTENDED	keratinocyte_basal	0.5620264341885021	1393
PP2	F6	EXTENDED	keratinocyte_spinous_suprabasal	0.25079140607925676	1393
PP2	F6	EXTENDED	keratinocyte_inflammatory_T17	0.09670522041478641	1393
PP2	F6	EXTENDED	keratinocyte_stress_hypoxia	0.49061995459742036	1393
PP2	F6	EXTENDED	fibroblast_matrix	-0.5459972031752703	1393
PP2	F6	EXTENDED	fibroblast_inflammatory	-0.02235358333342219	1393
PP2	F6	EXTENDED	endothelial_vascular	0.10836134205477073	1393
PP2	F6	EXTENDED	myeloid_dendritic	0.3453686410179331	1393
PP2	F6	EXTENDED	T_NK_cytotoxic	0.4143418580939229	1393
PP2	F6	EXTENDED	B_plasma	0.2308498961269971	1393
PP2	F7	CORE	keratinocyte_basal	0.5608231796586348	1393
PP2	F7	CORE	keratinocyte_spinous_suprabasal	0.17205747520967712	1393
PP2	F7	CORE	keratinocyte_inflammatory_T17	0.03943741258966024	1393
PP2	F7	CORE	keratinocyte_stress_hypoxia	0.4344457861519775	1393
PP2	F7	CORE	fibroblast_matrix	-0.49694281212725805	1393
PP2	F7	CORE	fibroblast_inflammatory	0.018042047997071233	1393
PP2	F7	CORE	endothelial_vascular	0.11983319262537954	1393
PP2	F7	CORE	myeloid_dendritic	0.3385012162835387	1393
PP2	F7	CORE	T_NK_cytotoxic	0.39022654301716014	1393
PP2	F7	CORE	B_plasma	0.22396128236796362	1393
PP2	F7	EXTENDED	keratinocyte_basal	0.5650380188476485	1393
PP2	F7	EXTENDED	keratinocyte_spinous_suprabasal	0.20632634394152374	1393
PP2	F7	EXTENDED	keratinocyte_inflammatory_T17	0.07094724742156479	1393
PP2	F7	EXTENDED	keratinocyte_stress_hypoxia	0.47291400022193686	1393
PP2	F7	EXTENDED	fibroblast_matrix	-0.5139157795917264	1393
PP2	F7	EXTENDED	fibroblast_inflammatory	0.005665605153995265	1393
PP2	F7	EXTENDED	endothelial_vascular	0.12060341684063115	1393
PP2	F7	EXTENDED	myeloid_dendritic	0.3396740565028763	1393
PP2	F7	EXTENDED	T_NK_cytotoxic	0.40434408136157757	1393
PP2	F7	EXTENDED	B_plasma	0.2317157069015871	1393
PP3	F1	CORE	keratinocyte_basal	0.6828475443403461	1463
PP3	F1	CORE	keratinocyte_spinous_suprabasal	0.13989986924799092	1463
PP3	F1	CORE	keratinocyte_inflammatory_T17	0.3458632635628652	1463
PP3	F1	CORE	keratinocyte_stress_hypoxia	0.6307010897072544	1463
PP3	F1	CORE	fibroblast_matrix	0.08214778464464582	1463
PP3	F1	CORE	fibroblast_inflammatory	0.3402970924053213	1463
PP3	F1	CORE	endothelial_vascular	0.3587156151057088	1463
PP3	F1	CORE	myeloid_dendritic	0.5014403654237043	1463
PP3	F1	CORE	T_NK_cytotoxic	0.4806753321588002	1463
PP3	F1	CORE	B_plasma	0.17546839407670506	1463
PP3	F1	EXTENDED	keratinocyte_basal	0.6844564944134299	1463
PP3	F1	EXTENDED	keratinocyte_spinous_suprabasal	0.17554186554196236	1463
PP3	F1	EXTENDED	keratinocyte_inflammatory_T17	0.3874208874329857	1463
PP3	F1	EXTENDED	keratinocyte_stress_hypoxia	0.6551200230285681	1463
PP3	F1	EXTENDED	fibroblast_matrix	0.08782699955308679	1463
PP3	F1	EXTENDED	fibroblast_inflammatory	0.33610791836955983	1463
PP3	F1	EXTENDED	endothelial_vascular	0.36413812176667204	1463
PP3	F1	EXTENDED	myeloid_dendritic	0.5165309458546441	1463
PP3	F1	EXTENDED	T_NK_cytotoxic	0.4956005076601896	1463
PP3	F1	EXTENDED	B_plasma	0.18280057396035773	1463
PP3	F2	CORE	keratinocyte_basal	0.6585998167762098	1463
PP3	F2	CORE	keratinocyte_spinous_suprabasal	0.19151053632010254	1463
PP3	F2	CORE	keratinocyte_inflammatory_T17	0.3997596764354739	1463
PP3	F2	CORE	keratinocyte_stress_hypoxia	0.6591831712634982	1463
PP3	F2	CORE	fibroblast_matrix	0.09392738996775224	1463
PP3	F2	CORE	fibroblast_inflammatory	0.3305267852616912	1463
PP3	F2	CORE	endothelial_vascular	0.3629848244289882	1463
PP3	F2	CORE	myeloid_dendritic	0.5267926701441432	1463
PP3	F2	CORE	T_NK_cytotoxic	0.5062210013492685	1463
PP3	F2	CORE	B_plasma	0.18532712794254402	1463
PP3	F2	EXTENDED	keratinocyte_basal	0.6712346150674295	1463
PP3	F2	EXTENDED	keratinocyte_spinous_suprabasal	0.1682259490261342	1463
PP3	F2	EXTENDED	keratinocyte_inflammatory_T17	0.3719513084006037	1463
PP3	F2	EXTENDED	keratinocyte_stress_hypoxia	0.6560514606514163	1463
PP3	F2	EXTENDED	fibroblast_matrix	0.11376230608975153	1463
PP3	F2	EXTENDED	fibroblast_inflammatory	0.3441614102767115	1463
PP3	F2	EXTENDED	endothelial_vascular	0.3769554432690191	1463
PP3	F2	EXTENDED	myeloid_dendritic	0.5266318002891254	1463
PP3	F2	EXTENDED	T_NK_cytotoxic	0.5013020096022388	1463
PP3	F2	EXTENDED	B_plasma	0.18273190895085362	1463
PP3	F6	CORE	keratinocyte_basal	0.6609029549953869	1463
PP3	F6	CORE	keratinocyte_spinous_suprabasal	0.24044842406943298	1463
PP3	F6	CORE	keratinocyte_inflammatory_T17	0.4549747133978463	1463
PP3	F6	CORE	keratinocyte_stress_hypoxia	0.6569547761015048	1463
PP3	F6	CORE	fibroblast_matrix	0.03673184016148117	1463
PP3	F6	CORE	fibroblast_inflammatory	0.30402992294183767	1463
PP3	F6	CORE	endothelial_vascular	0.32046370851184547	1463
PP3	F6	CORE	myeloid_dendritic	0.5332216543664939	1463
PP3	F6	CORE	T_NK_cytotoxic	0.5003539669298994	1463
PP3	F6	CORE	B_plasma	0.18767698759469015	1463
PP3	F6	EXTENDED	keratinocyte_basal	0.6974610354423301	1463
PP3	F6	EXTENDED	keratinocyte_spinous_suprabasal	0.21284367796430712	1463
PP3	F6	EXTENDED	keratinocyte_inflammatory_T17	0.4266913772973119	1463
PP3	F6	EXTENDED	keratinocyte_stress_hypoxia	0.6604847536987017	1463
PP3	F6	EXTENDED	fibroblast_matrix	0.07450465460527694	1463
PP3	F6	EXTENDED	fibroblast_inflammatory	0.340991698020213	1463
PP3	F6	EXTENDED	endothelial_vascular	0.35118610297653374	1463
PP3	F6	EXTENDED	myeloid_dendritic	0.5365911874769127	1463
PP3	F6	EXTENDED	T_NK_cytotoxic	0.49646857471347916	1463
PP3	F6	EXTENDED	B_plasma	0.1872820390772825	1463
PP3	F7	CORE	keratinocyte_basal	0.7205573534942883	1463
PP3	F7	CORE	keratinocyte_spinous_suprabasal	0.10715577457797087	1463
PP3	F7	CORE	keratinocyte_inflammatory_T17	0.30908586535475757	1463
PP3	F7	CORE	keratinocyte_stress_hypoxia	0.5965164337188402	1463
PP3	F7	CORE	fibroblast_matrix	0.17131613964538323	1463
