gene_symbol	source_feature	evidence_family	loading_direction	loading_strength	n_source_features	n_evidence_families	leading_edge_status	tissue_support	replication_support	inclusion_reason
PSMB3	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PSMB4	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PSMB5	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PSMB6	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PSMB7	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PSMC1	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PSMC2	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PSMC3	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PSMC4	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PSMC5	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PSMC6	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PSMD1	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PSMD11	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PSMD12	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PSMD13	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PSMD14	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PSMD2	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PSMD3	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PSMD6	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PSMD7	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
PSMD8	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
SEM1	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Proteasome assembly;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	7.349623203277588	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
RPS27A	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Signaling by TGFB family members;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative;positive	7.312211394309998	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
UBA52	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Signaling by TGFB family members;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative;positive	7.312211394309998	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
UBB	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Signaling by TGFB family members;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative;positive	7.312211394309998	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
UBC	Reactome::Autodegradation of Cdh1 by Cdh1:APC/C;Reactome::Autodegradation of the E3 ubiquitin ligase COP1;Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Regulation of activated PAK-2p34 by proteasome mediated degradation;Reactome::Signaling by TGFB family members;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative;positive	7.312211394309998	10	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
RBX1	Reactome::Degradation of DVL;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Negative regulation of NOTCH4 signaling;Reactome::Vif-mediated degradation of APOBEC3G	Reactome	negative	3.6454302072525024	5	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
CREB1	Reactome::CaM pathway;Reactome::Calmodulin induced events;Reactome::DAG and IP3 signaling;Reactome::Expression of BMAL (ARNTL), CLOCK, and NPAS2;Reactome::PKA-mediated phosphorylation of CREB	Reactome	positive	3.5596789717674255	5	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
AURKAIP1	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
CHCHD1	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
DAP3	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
ERAL1	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
GADD45GIP1	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
KGD4	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPL1	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPL10	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPL11	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPL12	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPL13	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPL14	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPL15	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPL16	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPL17	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
MRPL18	Reactome::Mitochondrial ribosome-associated quality control;Reactome::Mitochondrial translation;Reactome::Mitochondrial translation elongation;Reactome::Mitochondrial translation initiation	Reactome	negative	3.170873761177063	4	1	CORE	LS	strong	supported by multiple loading-ranked source features before downstream analyses
