gene_symbol	source_feature	evidence_family	loading_direction	loading_strength	n_source_features	n_evidence_families	leading_edge_status	tissue_support	replication_support	inclusion_reason
FGF6	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::IRS-related events triggered by IGF1R;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of FGFR2 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI-3K cascade:FGFR1;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	8.20401644706726	10	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
FGF8	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::IRS-related events triggered by IGF1R;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of FGFR2 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI-3K cascade:FGFR1;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	8.20401644706726	10	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
FGF9	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::IRS-related events triggered by IGF1R;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of FGFR2 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI-3K cascade:FGFR1;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	8.20401644706726	10	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
FRS2	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::IRS-related events triggered by IGF1R;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of FGFR2 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI-3K cascade:FGFR1;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	8.20401644706726	10	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
FGFR1	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::IRS-related events triggered by IGF1R;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI-3K cascade:FGFR1;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	7.427412629127502	9	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
KL	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::IRS-related events triggered by IGF1R;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI-3K cascade:FGFR1;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	7.427412629127502	9	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
FGF16	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::IRS-related events triggered by IGF1R;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of FGFR2 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	7.404454827308655	9	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
FGF18	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::IRS-related events triggered by IGF1R;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of FGFR2 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	7.404454827308655	9	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
FGF7	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::IRS-related events triggered by IGF1R;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of FGFR2 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	7.404454827308655	9	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
FGFR2	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::IRS-related events triggered by IGF1R;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of FGFR2 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	7.404454827308655	9	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
RPS27A	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of FGFR2 signaling;Reactome::Nucleotide Excision Repair;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative;positive	7.180101037025452	9	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
UBA52	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of FGFR2 signaling;Reactome::Nucleotide Excision Repair;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative;positive	7.180101037025452	9	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
UBB	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of FGFR2 signaling;Reactome::Nucleotide Excision Repair;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative;positive	7.180101037025452	9	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
UBC	Reactome::Dual incision in TC-NER;Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of FGFR2 signaling;Reactome::Nucleotide Excision Repair;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by TGFB family members;Reactome::TGF-beta receptor signaling activates SMADs;Reactome::Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	negative;positive	7.180101037025452	9	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
VAV1	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAC1 GTPase cycle;Reactome::RAC2 GTPase cycle;Reactome::RHOA GTPase cycle;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	6.778573572635651	8	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
FYN	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::Netrin-1 signaling;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	6.709493160247803	8	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PDGFA	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::Non-integrin membrane-ECM interactions;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by PDGF	Reactome	positive	6.639814674854279	8	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PDGFB	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::Non-integrin membrane-ECM interactions;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by PDGF	Reactome	positive	6.639814674854279	8	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
FGF19	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::IRS-related events triggered by IGF1R;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	6.6278510093688965	8	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
FGFR3	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::IRS-related events triggered by IGF1R;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	6.6278510093688965	8	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
FGFR4	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::IRS-related events triggered by IGF1R;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	6.6278510093688965	8	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
FLT3	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::IRS-related events triggered by IGF1R;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	6.6278510093688965	8	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
FLT3LG	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::IRS-related events triggered by IGF1R;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	6.6278510093688965	8	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
IRS1	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::IRS-related events triggered by IGF1R;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	6.6278510093688965	8	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
IRS2	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::IRS-related events triggered by IGF1R;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	6.6278510093688965	8	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
KLB	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::IRS-related events triggered by IGF1R;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	6.6278510093688965	8	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
RAC1	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::Negative regulation of the PI3K/AKT network;Reactome::Netrin-1 signaling;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAC1 GTPase cycle;Reactome::VEGFA-VEGFR2 Pathway	Reactome	positive	5.937918186187744	7	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PDGFRA	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by PDGF	Reactome	positive	5.829982340335846	7	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PDGFRB	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::MAPK1/MAPK3 signaling;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAF/MAP kinase cascade;Reactome::Signaling by PDGF	Reactome	positive	5.829982340335846	7	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
GAB1	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::IRS-related events triggered by IGF1R;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI-3K cascade:FGFR1;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	positive	5.7884920835494995	7	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
PIK3R3	Reactome::Constitutive Signaling by Aberrant PI3K in Cancer;Reactome::Negative regulation of the PI3K/AKT network;Reactome::PI3K/AKT Signaling in Cancer;Reactome::PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;Reactome::RAC1 GTPase cycle;Reactome::RAC2 GTPase cycle	Reactome	positive	5.06664252281189	6	1	CORE	NL	strong	supported by multiple loading-ranked source features before downstream analyses
