gene_symbol	source_feature	evidence_family	loading_direction	loading_strength	n_source_features	n_evidence_families	leading_edge_status	tissue_support	replication_support	inclusion_reason
RPS15	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS15A	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS16	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS17	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS18	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS19	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS20	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS21	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS23	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS24	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS25	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS26	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS27	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS27L	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS28	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS29	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS3	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS3A	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS4X	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS4Y1	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS4Y2	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS5	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS6	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS7	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS8	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPS9	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
RPSA	Reactome::Cellular response to starvation;Reactome::Eukaryotic Translation Elongation;Reactome::Eukaryotic Translation Termination;Reactome::Influenza Infection;Reactome::Influenza Viral RNA Transcription and Replication;Reactome::Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC);Reactome::Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC);Reactome::Nonsense-Mediated Decay (NMD);Reactome::PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA;Reactome::Peptide chain elongation;Reactome::Response of EIF2AK4 (GCN2) to amino acid deficiency;Reactome::SARS-CoV-1 modulates host translation machinery	Reactome	negative	10.561671912670135	17	1	CORE	BLD	weak	supported by multiple loading-ranked source features before downstream analyses
