source_table	outcome	tissue	gene	gene_id	locus	region	phase4br_tier	local_direction_group	phase4c_eqtl_gene_tier	n_eqtl_variants	n_gwas_variants	n_matched_variants	nsnps	gwas_n	gwas_case_fraction	eqtl_n	status	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf	note	interpretation_tier	trait	maf_source	phase4c_role	chr	start	stop	probeID	besd_status	smr_usable	gwas_locus_sumstats_ready	significant_eqtl_only_ready	full_eqtl_allpairs_ready	eqtl_catalogue_imported_gtex_path	eqtl_catalogue_remote_tabix_available	formal_coloc_input_status	coloc_ready	blocking_reason
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	cad	Skin_Not_Sun_Exposed_Suprapubic	SMARCA4	ENSG00000127616	2318	19:10028841-11681978	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	5089.0	4445.0	3660.0	3660.0	547261.0	0.2242677625484	517.0	PASS	3.80713037345811e-39	2.5022972292314204e-09	1.5214540935131298e-30	0.999999997147796	3.4990128593474903e-10	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	cad																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	cad	Skin_Sun_Exposed_Lower_leg	SMARCA4	ENSG00000127616	2318	19:10028841-11681978	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	5089.0	4445.0	3660.0	3660.0	547261.0	0.2242677625484	605.0	PASS	3.4646675900390597e-56	2.27720809647183e-26	1.5214540978521e-30	1.0	6.168781734650401e-20	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	cad																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	cad	Artery_Aorta	RGL3	ENSG00000205517	2318	19:10028841-11681978	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	3926.0	4445.0	2761.0	2761.0	547261.0	0.2242677625484	387.0	PASS	7.26198461872742e-32	0.0477305534815638	1.4442225962737898e-30	0.9492353282567	0.0030341182617417	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	cad																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	cad	Whole_Blood	RGL3	ENSG00000205517	2318	19:10028841-11681978	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	3926.0	4445.0	2760.0	2760.0	547261.0	0.2242677625484	670.0	PASS	1.22917413799598e-37	8.07894329333529e-08	1.5214539680540198e-30	0.999999914683617	4.52694965936107e-09	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	cad																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Skin_Not_Sun_Exposed_Suprapubic	IFNLR1	ENSG00000185436	26	1:23907046-25885138	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	4634.0	4993.0	3353.0	3353.0	26351.0	0.192212819247846	517.0	PASS	9.21223399670285e-23	3.54401472926439e-19	0.0001867990951073	0.718348505744795	0.281464695160099	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Skin_Sun_Exposed_Lower_leg	IFNLR1	ENSG00000185436	26	1:23907046-25885138	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	4634.0	4993.0	3353.0	3353.0	26351.0	0.192212819247846	605.0	PASS	6.119747728493019e-36	2.35431071041692e-32	0.0001878284121704	0.722311831953617	0.277500339634209	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Cells_EBV-transformed_lymphocytes	SLC22A5	ENSG00000197375	887	5:130573818-132554690	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	2664.0	3995.0	2079.0	2079.0	26351.0	0.192212819247846	147.0	PASS	1.9356766069521202e-17	0.0006626102855238	1.92515789594788e-15	0.0649665869569736	0.934370802757502	Restricted coloc completed.	coloc_supported_PP4_ge_0p8	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Skin_Sun_Exposed_Lower_leg	SLC22A5	ENSG00000197375	887	5:130573818-132554690	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	2675.0	3995.0	2092.0	2092.0	26351.0	0.192212819247846	605.0	PASS	1.3351662314828e-79	4.57046840720441e-66	6.96308147784566e-15	0.237594011068886	0.762405988931102	Restricted coloc completed.	suggestive_PP4_0p5_to_0p8	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Spleen	SLC22A5	ENSG00000197375	887	5:130573818-132554690	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	2675.0	3995.0	2092.0	2092.0	26351.0	0.192212819247846	227.0	PASS	2.3779602960881897e-33	8.140104318542961e-20	8.78571298181906e-16	0.0291038785930535	0.970896121406947	Restricted coloc completed.	coloc_supported_PP4_ge_0p8	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Cells_EBV-transformed_lymphocytes	PDLIM4	ENSG00000131435	887	5:130573818-132554690	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	2899.0	3995.0	2235.0	2235.0	26351.0	0.192212819247846	147.0	PASS	2.74716370533988e-16	0.0094039413440425	2.87239366158983e-14	0.983254830519589	0.0073412281363397	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Skin_Not_Sun_Exposed_Suprapubic	PDLIM4	ENSG00000131435	887	5:130573818-132554690	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	2913.0	3995.0	2252.0	2252.0	26351.0	0.192212819247846	517.0	PASS	1.50859322216598e-25	5.1641342471484695e-12	2.9211754247360504e-14	0.999960840364208	3.9159630601592e-05	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Skin_Sun_Exposed_Lower_leg	PDLIM4	ENSG00000131435	887	5:130573818-132554690	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	2913.0	3995.0	2251.0	2251.0	26351.0	0.192212819247846	605.0	PASS	3.35515447571083e-37	1.14851822730596e-23	2.9212896352946604e-14	0.9999999754356	2.45643773977668e-08	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Skin_Not_Sun_Exposed_Suprapubic	CDC42SE2	ENSG00000158985	887	5:130573818-132554690	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	3743.0	3995.0	1482.0	1482.0	26351.0	0.192212819247846	517.0	PASS	1.12591846519423e-07	0.0050481894388363	2.18357522893396e-05	0.979016027675317	0.015913834541711	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Skin_Sun_Exposed_Lower_leg	CDC42SE2	ENSG00000158985	887	5:130573818-132554690	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	3743.0	3995.0	1482.0	1482.0	26351.0	0.192212819247846	605.0	PASS	1.9122669910157e-10	8.57387664089472e-06	2.22976590439646e-05	0.999741853312532	0.000227274960556	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Skin_Not_Sun_Exposed_Suprapubic	C5orf56	ENSG00000197536	887	5:130573818-132554690	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	2610.0	3995.0	2051.0	2051.0	26351.0	0.192212819247846	517.0	PASS	3.71448918605662e-18	0.0001271523730414	2.76932809625536e-14	0.947929384605116	0.0519434630218174	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Spleen	C5orf56	ENSG00000197536	887	5:130573818-132554690	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	2610.0	3995.0	2050.0	2050.0	26351.0	0.192212819247846	227.0	PASS	1.41788078142969e-17	0.0004853612354706	2.91879016885987e-14	0.999144001013054	0.0003706377514478	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Whole_Blood	C5orf56	ENSG00000197536	887	5:130573818-132554690	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	2610.0	3995.0	2051.0	2051.0	26351.0	0.192212819247846	670.0	PASS	2.43261341248651e-24	8.3271898933303e-11	2.92128968775006e-14	0.999999993352716	6.56398538340397e-09	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Cells_EBV-transformed_lymphocytes	C6orf3	ENSG00000255389	1041	6:111363444-112342873	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	3071.0	2511.0	1705.0	1705.0	26351.0	0.192212819247846	147.0	PASS	1.06862652149466e-36	0.427880081805486	1.24720970901936e-36	0.499312320498694	0.0728075976958145	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Skin_Sun_Exposed_Lower_leg	C6orf3	ENSG00000255389	1041	6:111363444-112342873	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	3075.0	2511.0	1707.0	1707.0	26351.0	0.192212819247846	605.0	PASS	3.58868201896321e-79	1.43691507272359e-43	2.49749069175053e-36	1.0	2.78352087247578e-28	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Spleen	C6orf3	ENSG00000255389	1041	6:111363444-112342873	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	3075.0	2511.0	1705.0	1705.0	26351.0	0.192212819247846	227.0	PASS	1.72665501085437e-50	6.913559344015521e-15	2.49749069175021e-36	0.999999999999886	1.06560001955717e-13	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Cells_EBV-transformed_lymphocytes	RP11-977G19.11	ENSG00000257303	1793	12:55416803-56987105	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	4175.0	3524.0	2036.0	2036.0	26351.0	0.192212819247846	147.0	PASS	4.38040645047657e-27	2.6144132409116e-05	9.29373307116385e-24	0.0545235091515641	0.945450346716023	Restricted coloc completed.	coloc_supported_PP4_ge_0p8	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Skin_Not_Sun_Exposed_Suprapubic	RP11-977G19.11	ENSG00000257303	1793	12:55416803-56987105	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	4188.0	3524.0	2037.0	2037.0	26351.0	0.192212819247846	517.0	PASS	4.46268386724342e-40	2.6635199094948e-18	3.64250543666541e-23	0.216616863881474	0.783383136118531	Restricted coloc completed.	suggestive_PP4_0p5_to_0p8	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Skin_Sun_Exposed_Lower_leg	RP11-977G19.11	ENSG00000257303	1793	12:55416803-56987105	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	4188.0	3524.0	2031.0	2031.0	26351.0	0.192212819247846	605.0	PASS	4.8495821982991094e-40	2.8944373211629698e-18	4.2135927043790104e-23	0.250735904751089	0.749264095248911	Restricted coloc completed.	suggestive_PP4_0p5_to_0p8	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Whole_Blood	RP11-977G19.11	ENSG00000257303	1793	12:55416803-56987105	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	4188.0	3524.0	2035.0	2035.0	26351.0	0.192212819247846	670.0	PASS	2.48426106654689e-25	0.0014827128714402	3.79433928149628e-23	0.225689510140892	0.772827776987664	Restricted coloc completed.	suggestive_PP4_0p5_to_0p8	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Cells_EBV-transformed_lymphocytes	RPS26	ENSG00000197728	1793	12:55416803-56987105	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	4175.0	3524.0	2036.0	2036.0	26351.0	0.192212819247846	147.0	PASS	3.71689958680396e-118	2.21840406928947e-96	1.67548357770298e-22	1.0	1.2762652401827e-20	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Skin_Not_Sun_Exposed_Suprapubic	RPS26	ENSG00000197728	1793	12:55416803-56987105	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	4188.0	3524.0	2037.0	2037.0	26351.0	0.192212819247846	517.0	PASS	0.0	0.0	1.67548357770326e-22	1.0	1.27432953631572e-20	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Skin_Sun_Exposed_Lower_leg	RPS26	ENSG00000197728	1793	12:55416803-56987105	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	4188.0	3524.0	2031.0	2031.0	26351.0	0.192212819247846	605.0	PASS	0.0	0.0	1.67548357770326e-22	1.0	1.27432953631572e-20	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Spleen	RPS26	ENSG00000197728	1793	12:55416803-56987105	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	4188.0	3524.0	2036.0	2036.0	26351.0	0.192212819247846	227.0	PASS	0.0	0.0	1.6754835777030698e-22	1.0	1.27432953631543e-20	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Whole_Blood	RPS26	ENSG00000197728	1793	12:55416803-56987105	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	4188.0	3524.0	2035.0	2035.0	26351.0	0.192212819247846	670.0	PASS	0.0	0.0	1.67548357770288e-22	1.0	1.27432953631528e-20	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Skin_Not_Sun_Exposed_Suprapubic	SUOX	ENSG00000139531	1793	12:55416803-56987105	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	4188.0	3524.0	2037.0	2037.0	26351.0	0.192212819247846	517.0	PASS	6.53898152034758e-60	3.90274283040856e-38	1.67548357770298e-22	1.0	2.45154464128479e-20	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Skin_Sun_Exposed_Lower_leg	SUOX	ENSG00000139531	1793	12:55416803-56987105	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	4188.0	3524.0	2031.0	2031.0	26351.0	0.192212819247846	605.0	PASS	3.827943848661619e-94	2.28468001692358e-72	1.67548357770298e-22	1.0	3.91373242949776e-21	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Spleen	SUOX	ENSG00000139531	1793	12:55416803-56987105	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	4188.0	3524.0	2036.0	2036.0	26351.0	0.192212819247846	227.0	PASS	1.47411507833774e-38	8.798146982489091e-17	1.67548357770298e-22	1.0	1.4392938957036202e-17	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Whole_Blood	SUOX	ENSG00000139531	1793	12:55416803-56987105	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	4188.0	3524.0	2035.0	2035.0	26351.0	0.192212819247846	670.0	PASS	4.48610709163463e-44	2.6774998879935e-22	1.67548357770298e-22	1.0	6.3217024580276105e-21	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Skin_Not_Sun_Exposed_Suprapubic	TYK2	ENSG00000105397	2318	19:10028841-11681978	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	4109.0	4906.0	3435.0	3435.0	26351.0	0.192212819247846	517.0	PASS	1.29312969602562e-44	1.61934016925004e-07	7.985532637945011e-38	0.999999753476518	8.45894689611468e-08	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Skin_Sun_Exposed_Lower_leg	TYK2	ENSG00000105397	2318	19:10028841-11681978	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	4109.0	4906.0	3435.0	3435.0	26351.0	0.192212819247846	605.0	PASS	1.6740192220141197e-42	2.09631452949825e-05	7.98533008248308e-38	0.999974383610242	4.65324445847406e-06	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Spleen	TYK2	ENSG00000105397	2318	19:10028841-11681978	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	4109.0	4906.0	3434.0	3434.0	26351.0	0.192212819247846	227.0	PASS	8.43406131398666e-41	0.0010561673989571	7.97598331128727e-38	0.998803785416116	0.0001400471849297	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Whole_Blood	TYK2	ENSG00000105397	2318	19:10028841-11681978	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	4109.0	4906.0	3433.0	3433.0	26351.0	0.192212819247846	670.0	PASS	4.710294352370381e-47	5.8985335169612e-10	7.98553424866016e-38	0.999999955221029	4.41891226217152e-08	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Skin_Not_Sun_Exposed_Suprapubic	ICAM5	ENSG00000105376	2318	19:10028841-11681978	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	3844.0	4906.0	3245.0	3245.0	26351.0	0.192212819247846	517.0	PASS	5.19509135312923e-43	6.50562749962479e-06	7.98547838937887e-38	0.99999295967207	5.34700429990057e-07	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Skin_Sun_Exposed_Lower_leg	ICAM5	ENSG00000105376	2318	19:10028841-11681978	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	3844.0	4906.0	3245.0	3245.0	26351.0	0.192212819247846	605.0	PASS	6.936111665245528e-48	8.685845103129819e-11	7.98553460503289e-38	0.999999999892481	2.0655127986369897e-11	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Spleen	ICAM5	ENSG00000105376	2318	19:10028841-11681978	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	3844.0	4906.0	3244.0	3244.0	26351.0	0.192212819247846	227.0	PASS	1.24968178529999e-42	1.56493190121301e-05	7.98539161674342e-38	0.999982091720341	2.25896065354428e-06	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
results/phase4d_coloc/phase4d_restricted_coloc_tierA_all_results.tsv	psa	Whole_Blood	ICAM5	ENSG00000105376	2318	19:10028841-11681978	Tier 1	positive_local_rg	A_local_Tier1_recurrent_SMR2	3844.0	4906.0	3244.0	3244.0	26351.0	0.192212819247846	670.0	PASS	4.57461042705752e-39	0.0572862137956622	7.49887832241178e-38	0.93905411071843	0.0036596754859136	Restricted coloc completed.	distinct_signal_PP3_gt_PP4	psa																
