axis	program_type	refined_state	parent_cell_type	n_donors	mean_LS_minus_NL	bootstrap_ci_low	bootstrap_ci_high	signflip_p	mean_cells_per_donor_state	fdr_by_program_type
F1	EXTENDED	pericyte_smooth_muscle_unresolved	pericyte_smooth_muscle	5	-0.0021315935949470345	-0.011307614956710694	0.007189332463546744	0.8787878787878788	682.5	0.9666666666666666
F1	EXTENDED	unassigned_unresolved	unassigned	3	-0.04952097839877349	-0.06804785745107302	-0.024087126095362496	0.3333333333333333	23.375	0.5866666666666667
F2	CORE	B_cell_plasma	B_cell	5	-0.013723165427686418	-0.029773948668610852	-0.00179183851666877	0.15151515151515152	70.4	0.4444444444444445
F2	CORE	B_cell_unresolved	B_cell	5	-0.021871275057975592	-0.03598889740789829	-0.008110656612050893	0.09090909090909091	412.8	0.4
F2	CORE	T_cell_TRM_T17_like	T_cell	5	-0.00012996181736778522	-0.01582437418829079	0.01556445055355522	1.0	80.83333333333333	1.0
F2	CORE	T_cell_unresolved	T_cell	0					2.5	
F2	CORE	cytotoxic_NK_T	NK_cell	5	0.01056060088140821	0.005460159427030886	0.01773409243664697	0.09090909090909091	32.625	0.4
F2	CORE	dendritic_LAMP3_CCR7	dendritic	5	-0.004501025425379679	-0.01669297327778006	0.011427564951815817	0.6363636363636364	77.1	0.835820895522388
F2	CORE	dendritic_unresolved	dendritic	1	0.011172631976124801	0.011172631976124801	0.011172631976124801	1.0	2.0	1.0
F2	CORE	endothelial_activated	endothelial	5	0.00012955706896616848	-0.004768682708226929	0.0053792237482498725	1.0	382.1	1.0
F2	CORE	endothelial_vascular	endothelial	5	0.005322328066549542	-0.0037071547788452676	0.014351810911944351	0.3939393939393939	320.2	0.6933333333333332
F2	CORE	fibroblast_homeostatic_matrix	fibroblast	5	-0.005180543648229461	-0.01460959415407262	0.004600290481314976	0.3333333333333333	2306.0	0.624113475177305
F2	CORE	fibroblast_inflammatory	fibroblast	5	0.010255075804918284	-0.0071118562421985335	0.02795071515912691	0.45454545454545453	129.8	0.7272727272727273
F2	CORE	keratinocyte_IFN_response	keratinocyte	5	0.02479082640004247	-0.0001617975640790026	0.049743450364163944	0.2727272727272727	5.7	0.6153846153846154
F2	CORE	keratinocyte_basal	keratinocyte	5	0.016130408352297877	0.010517117927555403	0.02234609550480142	0.09090909090909091	2325.5	0.4
F2	CORE	keratinocyte_inflammatory_T17	keratinocyte	5	0.02256482285834381	0.0009152364165823573	0.04695375413420344	0.21212121212121213	2309.8	0.5490196078431373
F2	CORE	keratinocyte_proliferative	keratinocyte	5	0.011422027859140666	-0.00739356423297228	0.026449321076347565	0.2727272727272727	7.3	0.6153846153846154
F2	CORE	keratinocyte_spinous_suprabasal	keratinocyte	5	-0.005120457679534571	-0.014243901782098367	0.004002986423029225	0.45454545454545453	1827.5	0.7272727272727273
F2	CORE	keratinocyte_stress_hypoxia	keratinocyte	5	0.02961726175547218	0.012970416192954035	0.05393323977632436	0.09090909090909091	25.3	0.4
F2	CORE	mast_cell	mast_cell	5	-0.025091961726087898	-0.03267698032149957	-0.01869322438414333	0.09090909090909091	238.3	0.4
F2	CORE	melanocyte_unresolved	melanocyte	5	-0.007221857296835549	-0.013251599576711941	-0.0002437108113259645	0.21212121212121213	272.3	0.5490196078431373
F2	CORE	myeloid_monocyte_macrophage	dendritic	5	-0.013927128704658126	-0.02375601329704068	-0.0029494760293626355	0.15151515151515152	348.75	0.4444444444444445
F2	CORE	myeloid_monocyte_unresolved	myeloid_monocyte	3	0.020402535413776176	0.004612604793564221	0.04037559633458253	0.3333333333333333	5.75	0.624113475177305
F2	CORE	pericyte_smooth_muscle_unresolved	pericyte_smooth_muscle	5	0.008890418581604071	0.00029650201409882614	0.017484335149109315	0.2727272727272727	682.5	0.6153846153846154
F2	CORE	unassigned_unresolved	unassigned	3	-0.02471991588927667	-0.03161359757684195	-0.020429925300213564	0.3333333333333333	23.375	0.624113475177305
F2	EXTENDED	B_cell_plasma	B_cell	5	-0.021051821780456267	-0.03597482007636485	-0.00854164987605954	0.15151515151515152	70.4	0.4444444444444445
F2	EXTENDED	B_cell_unresolved	B_cell	5	-0.03058814925196447	-0.04532317649770194	-0.015576486797872265	0.09090909090909091	412.8	0.4444444444444444
F2	EXTENDED	T_cell_TRM_T17_like	T_cell	5	-0.0010661487233374427	-0.014306223495284839	0.012356001905888241	1.0	80.83333333333333	1.0
F2	EXTENDED	T_cell_unresolved	T_cell	0					2.5	
F2	EXTENDED	cytotoxic_NK_T	NK_cell	5	0.0003209356147245657	-0.009736634903262154	0.01024945663351795	0.9393939393939394	32.625	0.995983935742972
F2	EXTENDED	dendritic_LAMP3_CCR7	dendritic	5	-0.009764143615862142	-0.021475669696778398	0.004431748356712406	0.2727272727272727	77.1	0.5714285714285714
F2	EXTENDED	dendritic_unresolved	dendritic	1	0.020021269983546947	0.020021269983546947	0.020021269983546947	1.0	2.0	1.0
F2	EXTENDED	endothelial_activated	endothelial	5	-0.00321957707217701	-0.007098788204602658	0.0012450050877647945	0.2727272727272727	382.1	0.5714285714285714
F2	EXTENDED	endothelial_vascular	endothelial	5	0.0017723313901749638	-0.006270912604888762	0.00981557538523869	0.8181818181818182	320.2	0.9473684210526315
F2	EXTENDED	fibroblast_homeostatic_matrix	fibroblast	5	-0.008701967486873324	-0.01961188031958424	0.002207945345837592	0.3333333333333333	2306.0	0.5866666666666667
F2	EXTENDED	fibroblast_inflammatory	fibroblast	5	0.005538239473377321	-0.011848157948984394	0.023354451271470837	0.6363636363636364	129.8	0.835820895522388
F2	EXTENDED	keratinocyte_IFN_response	keratinocyte	5	0.017466105757839086	0.0018531989105011804	0.031153792204771935	0.21212121212121213	5.7	0.5333333333333333
F2	EXTENDED	keratinocyte_basal	keratinocyte	5	0.01707893933847767	0.012398439084944732	0.022622031949949238	0.09090909090909091	2325.5	0.4444444444444444
F2	EXTENDED	keratinocyte_inflammatory_T17	keratinocyte	5	0.01867770784633579	-0.0022736877024034817	0.03726594850117136	0.21212121212121213	2309.8	0.5333333333333333
F2	EXTENDED	keratinocyte_proliferative	keratinocyte	5	0.002889010103924272	-0.014527248133667825	0.020160368546719338	0.8181818181818182	7.3	0.9473684210526315
F2	EXTENDED	keratinocyte_spinous_suprabasal	keratinocyte	5	-0.001452844123791544	-0.009902665018220689	0.0064844731146924735	0.7575757575757576	1827.5	0.9473684210526315
F2	EXTENDED	keratinocyte_stress_hypoxia	keratinocyte	5	0.023465381708547926	0.003949416205395006	0.04624308337880477	0.15151515151515152	25.3	0.4444444444444445
F2	EXTENDED	mast_cell	mast_cell	5	-0.02570637552113465	-0.028551133187399564	-0.022843096070672184	0.09090909090909091	238.3	0.4444444444444444
F2	EXTENDED	melanocyte_unresolved	melanocyte	5	-0.011657602387040573	-0.01806292902857687	-0.00338084403458655	0.15151515151515152	272.3	0.4444444444444445
F2	EXTENDED	myeloid_monocyte_macrophage	dendritic	5	-0.016460396290417473	-0.023541978860572688	-0.00796834528260218	0.09090909090909091	348.75	0.4444444444444444
F2	EXTENDED	myeloid_monocyte_unresolved	myeloid_monocyte	3	0.008819142038912453	-0.0008986484541975287	0.024908906368587877	0.5555555555555556	5.75	0.7916666666666667
F2	EXTENDED	pericyte_smooth_muscle_unresolved	pericyte_smooth_muscle	5	0.0033155798505085767	-0.003972434678476905	0.010603594379494059	0.45454545454545453	682.5	0.7142857142857143
F2	EXTENDED	unassigned_unresolved	unassigned	3	-0.031721077561942576	-0.04481519485361899	-0.0183705225024879	0.3333333333333333	23.375	0.5866666666666667
F6	CORE	B_cell_plasma	B_cell	5	-0.00035477938254497297	-0.026089543720857856	0.022388035306578496	1.0	70.4	1.0
F6	CORE	B_cell_unresolved	B_cell	5	-0.007953554971235465	-0.027246626029417343	0.011339516086946411	0.5151515151515151	412.8	0.7816091954022988
F6	CORE	T_cell_TRM_T17_like	T_cell	5	0.016330192034380953	-0.02323217615228833	0.06891505133708437	0.7575757575757576	80.83333333333333	0.888888888888889
F6	CORE	T_cell_unresolved	T_cell	0					2.5	
F6	CORE	cytotoxic_NK_T	NK_cell	5	0.03533953441258253	0.01884698738094643	0.05104173358733695	0.09090909090909091	32.625	0.4
F6	CORE	dendritic_LAMP3_CCR7	dendritic	5	-0.009549652627267568	-0.04455445321050343	0.03534795034714254	0.6363636363636364	77.1	0.835820895522388
F6	CORE	dendritic_unresolved	dendritic	1	0.0737100854243181	0.0737100854243181	0.0737100854243181	1.0	2.0	1.0
F6	CORE	endothelial_activated	endothelial	5	-0.006653473342832283	-0.019888405364056606	0.00803020970134093	0.5151515151515151	382.1	0.7816091954022988
F6	CORE	endothelial_vascular	endothelial	5	0.004049085311892531	-0.015647216186109748	0.027325073188015025	0.7575757575757576	320.2	0.888888888888889
F6	CORE	fibroblast_homeostatic_matrix	fibroblast	5	-0.008656143568588232	-0.03234551436814725	0.01753445747253259	0.5757575757575758	2306.0	0.7916666666666667
F6	CORE	fibroblast_inflammatory	fibroblast	5	0.010937496028218552	-0.02875002374158834	0.052056929365299154	0.696969696969697	129.8	0.8761904761904762
F6	CORE	keratinocyte_IFN_response	keratinocyte	5	0.0657946538043105	-0.06118363768666661	0.17975027854638256	0.45454545454545453	5.7	0.7272727272727273
F6	CORE	keratinocyte_basal	keratinocyte	5	0.04883644563185569	0.02626515438341267	0.07554662073159879	0.09090909090909091	2325.5	0.4
F6	CORE	keratinocyte_inflammatory_T17	keratinocyte	5	0.07256239392868231	0.019411629317472645	0.13548363271070557	0.15151515151515152	2309.8	0.4444444444444445
F6	CORE	keratinocyte_proliferative	keratinocyte	5	0.033567433829583146	0.010146052346753193	0.05350498197290232	0.15151515151515152	7.3	0.4444444444444445
F6	CORE	keratinocyte_spinous_suprabasal	keratinocyte	5	-0.02461927793849521	-0.04843607175805163	0.0005216185948328289	0.2727272727272727	1827.5	0.6153846153846154
F6	CORE	keratinocyte_stress_hypoxia	keratinocyte	5	0.07159128617590597	0.039036302539051757	0.11137432914854797	0.09090909090909091	25.3	0.4
F6	CORE	mast_cell	mast_cell	5	-0.06502934545140833	-0.08297069066922769	-0.04916640200052848	0.09090909090909091	238.3	0.4
F6	CORE	melanocyte_unresolved	melanocyte	5	0.0016047944707838879	-0.008547890768331378	0.012344429622302089	0.7575757575757576	272.3	0.888888888888889
F6	CORE	myeloid_monocyte_macrophage	dendritic	5	-0.02158640435116117	-0.05734984137645399	0.022155850177529558	0.3939393939393939	348.75	0.6933333333333332
F6	CORE	myeloid_monocyte_unresolved	myeloid_monocyte	3	0.05007051537313223	-0.03438291426373773	0.14364927380361925	0.5555555555555556	5.75	0.7916666666666667
F6	CORE	pericyte_smooth_muscle_unresolved	pericyte_smooth_muscle	5	0.00691459216796263	-0.01355127716095662	0.03266641183220571	0.7575757575757576	682.5	0.888888888888889
F6	CORE	unassigned_unresolved	unassigned	3	-0.04873005004438042	-0.07484935760825898	-0.011667569908746706	0.3333333333333333	23.375	0.624113475177305
F6	EXTENDED	B_cell_plasma	B_cell	5	0.005720318161181287	-0.010610956549134442	0.02406591363230452	0.5757575757575758	70.4	0.7916666666666667
F6	EXTENDED	B_cell_unresolved	B_cell	5	-0.004341423537642169	-0.01769611898984504	0.007142426548567582	0.6363636363636364	412.8	0.835820895522388
F6	EXTENDED	T_cell_TRM_T17_like	T_cell	5	0.0006691211845547496	-0.029169170682403857	0.03923316749448536	0.9393939393939394	80.83333333333333	0.995983935742972
F6	EXTENDED	T_cell_unresolved	T_cell	0					2.5	
F6	EXTENDED	cytotoxic_NK_T	NK_cell	5	0.0181561043635179	0.0004486145763018312	0.036297876398575214	0.21212121212121213	32.625	0.5333333333333333
F6	EXTENDED	dendritic_LAMP3_CCR7	dendritic	5	-0.008375534162172293	-0.0358605815292269	0.021619814299280126	0.5757575757575758	77.1	0.7916666666666667
F6	EXTENDED	dendritic_unresolved	dendritic	1	0.045062815864705855	0.045062815864705855	0.045062815864705855	1.0	2.0	1.0
F6	EXTENDED	endothelial_activated	endothelial	5	-0.017412562925815576	-0.026067637673122236	-0.008571864403734208	0.09090909090909091	382.1	0.4444444444444444
F6	EXTENDED	endothelial_vascular	endothelial	5	-0.010429363694128464	-0.026286615839596378	0.006396201604033702	0.3939393939393939	320.2	0.6419753086419753
F6	EXTENDED	fibroblast_homeostatic_matrix	fibroblast	5	-0.023676790362621138	-0.04470020507918806	-0.0011240387995430478	0.2727272727272727	2306.0	0.5714285714285714
F6	EXTENDED	fibroblast_inflammatory	fibroblast	5	-0.0020874254995200737	-0.041466555760721384	0.039211183687949	0.8787878787878788	129.8	0.9666666666666666
F6	EXTENDED	keratinocyte_IFN_response	keratinocyte	5	0.07172873261392146	-0.021117047071445832	0.15948133362363642	0.2727272727272727	5.7	0.5714285714285714
F6	EXTENDED	keratinocyte_basal	keratinocyte	5	0.043405869831944624	0.024641237477077537	0.0679278835105486	0.09090909090909091	2325.5	0.4444444444444444
F6	EXTENDED	keratinocyte_inflammatory_T17	keratinocyte	5	0.07276112681826093	0.030857589643407325	0.12333528954809336	0.09090909090909091	2309.8	0.4444444444444444
F6	EXTENDED	keratinocyte_proliferative	keratinocyte	5	0.0038750012030023427	-0.01206245167849963	0.015921670653862137	0.6363636363636364	7.3	0.835820895522388
F6	EXTENDED	keratinocyte_spinous_suprabasal	keratinocyte	5	-0.025608637522978372	-0.04647897674241498	-0.004738298303541766	0.2727272727272727	1827.5	0.5714285714285714
F6	EXTENDED	keratinocyte_stress_hypoxia	keratinocyte	5	0.06307283636161108	0.03321280895096529	0.10345608208187149	0.09090909090909091	25.3	0.4444444444444444
F6	EXTENDED	mast_cell	mast_cell	5	-0.06719473311149018	-0.0791153837132476	-0.0577367916413537	0.09090909090909091	238.3	0.4444444444444444
F6	EXTENDED	melanocyte_unresolved	melanocyte	5	-0.013524775274048629	-0.02137378480694039	-0.005675765741156869	0.09090909090909091	272.3	0.4444444444444444
F6	EXTENDED	myeloid_monocyte_macrophage	dendritic	5	-0.019964487382583485	-0.0443836371569178	0.009813357634597352	0.2727272727272727	348.75	0.5714285714285714
F6	EXTENDED	myeloid_monocyte_unresolved	myeloid_monocyte	3	0.058964144500456596	-0.00903699431117895	0.16988280791663646	0.5555555555555556	5.75	0.7916666666666667
F6	EXTENDED	pericyte_smooth_muscle_unresolved	pericyte_smooth_muscle	5	-0.009436173633464296	-0.02520185584148671	0.009089475937713032	0.3333333333333333	682.5	0.5866666666666667
F6	EXTENDED	unassigned_unresolved	unassigned	3	-0.04228268347152934	-0.06766945580686076	-0.01119562111644945	0.3333333333333333	23.375	0.5866666666666667
F7	CORE	B_cell_plasma	B_cell	5	0.05752183078242239	0.0020285448759949976	0.11845163503066063	0.21212121212121213	70.4	0.5490196078431373
F7	CORE	B_cell_unresolved	B_cell	5	0.10645065399838845	0.029253774722524994	0.19233866553400328	0.09090909090909091	412.8	0.4
F7	CORE	T_cell_TRM_T17_like	T_cell	5	-0.04370051214522852	-0.16757512480609993	0.07469876460675202	0.5757575757575758	80.83333333333333	0.7916666666666667
F7	CORE	T_cell_unresolved	T_cell	0					2.5	
F7	CORE	cytotoxic_NK_T	NK_cell	5	0.07895798166674137	-0.01397371430579386	0.23626977262106025	0.45454545454545453	32.625	0.7272727272727273
F7	CORE	dendritic_LAMP3_CCR7	dendritic	5	0.06155664795261571	-0.0390159503068823	0.14632301152112337	0.3333333333333333	77.1	0.624113475177305
F7	CORE	dendritic_unresolved	dendritic	1	0.30425257401575223	0.30425257401575223	0.30425257401575223	1.0	2.0	1.0
F7	CORE	endothelial_activated	endothelial	5	-0.10479267919588764	-0.1462859284400238	-0.053136759197576315	0.09090909090909091	382.1	0.4
F7	CORE	endothelial_vascular	endothelial	5	-0.09883337052826932	-0.14670726496361813	-0.031599148772633166	0.15151515151515152	320.2	0.4444444444444445
F7	CORE	fibroblast_homeostatic_matrix	fibroblast	5	-0.09820388084111742	-0.18568792457942807	-0.010719837102806773	0.21212121212121213	2306.0	0.5490196078431373
F7	CORE	fibroblast_inflammatory	fibroblast	5	-0.07443377507543318	-0.20932888257593904	0.06046133242507268	0.45454545454545453	129.8	0.7272727272727273
F7	CORE	keratinocyte_IFN_response	keratinocyte	5	0.2422555196648087	-0.12246892313823318	0.6069799624678507	0.3333333333333333	5.7	0.624113475177305
F7	CORE	keratinocyte_basal	keratinocyte	5	-0.01702800985115791	-0.03760550226780359	0.0035494825654877717	0.3939393939393939	2325.5	0.6933333333333332
F7	CORE	keratinocyte_inflammatory_T17	keratinocyte	5	0.137637637534671	0.03256575665788919	0.2675922786305628	0.15151515151515152	2309.8	0.4444444444444445
F7	CORE	keratinocyte_proliferative	keratinocyte	5	-0.04851201057135812	-0.1709144249656795	0.07389040382296326	0.5151515151515151	7.3	0.7816091954022988
F7	CORE	keratinocyte_spinous_suprabasal	keratinocyte	5	-0.23564927103614605	-0.3053029816483825	-0.18512661893554844	0.09090909090909091	1827.5	0.4
F7	CORE	keratinocyte_stress_hypoxia	keratinocyte	5	0.2363831297517521	0.18314243011953385	0.33248888847036434	0.09090909090909091	25.3	0.4
F7	CORE	mast_cell	mast_cell	5	-0.27862259681546375	-0.3086536553099283	-0.23949109602557045	0.09090909090909091	238.3	0.4
F7	CORE	melanocyte_unresolved	melanocyte	5	-0.12718049083416255	-0.16367865354584724	-0.09571168388448621	0.09090909090909091	272.3	0.4
F7	CORE	myeloid_monocyte_macrophage	dendritic	5	-0.016764634056305884	-0.11168924878951843	0.07815998067690666	0.8181818181818182	348.75	0.9230769230769231
F7	CORE	myeloid_monocyte_unresolved	myeloid_monocyte	3	0.2776566720888421	-0.12332316050214309	0.9532726980411268	0.7777777777777778	5.75	0.9005847953216374
F7	CORE	pericyte_smooth_muscle_unresolved	pericyte_smooth_muscle	5	-0.04563888463008299	-0.09823820400619954	0.006960434746033561	0.2727272727272727	682.5	0.6153846153846154
F7	CORE	unassigned_unresolved	unassigned	3	-0.09133639761835255	-0.23214414860999444	0.12501425678114209	0.5555555555555556	23.375	0.7916666666666667
F7	EXTENDED	B_cell_plasma	B_cell	5	0.03243941237067234	0.006614211482387078	0.0582646132589576	0.15151515151515152	70.4	0.4444444444444445
F7	EXTENDED	B_cell_unresolved	B_cell	5	0.050376058132432754	0.014817983512230914	0.08895454843597113	0.09090909090909091	412.8	0.4444444444444444
F7	EXTENDED	T_cell_TRM_T17_like	T_cell	5	-0.02355367382846456	-0.0934691172815373	0.0463664703974173	0.5757575757575758	80.83333333333333	0.7916666666666667
F7	EXTENDED	T_cell_unresolved	T_cell	0					2.5	
F7	EXTENDED	cytotoxic_NK_T	NK_cell	5	0.04368214640865951	-0.00070662367614176	0.10817920910433139	0.2727272727272727	32.625	0.5714285714285714
F7	EXTENDED	dendritic_LAMP3_CCR7	dendritic	5	0.027924926466664734	-0.030958168736008894	0.07567101059104228	0.45454545454545453	77.1	0.7142857142857143
F7	EXTENDED	dendritic_unresolved	dendritic	1	0.13688048639785041	0.13688048639785041	0.13688048639785041	1.0	2.0	1.0
F7	EXTENDED	endothelial_activated	endothelial	5	-0.05063944298266322	-0.07507256287546941	-0.020716637494161583	0.15151515151515152	382.1	0.4444444444444445
F7	EXTENDED	endothelial_vascular	endothelial	5	-0.0449380580045561	-0.07531318149700458	-0.003915760897674381	0.15151515151515152	320.2	0.4444444444444445
F7	EXTENDED	fibroblast_homeostatic_matrix	fibroblast	5	-0.049114194266719945	-0.09970383495608584	0.001475446422645943	0.21212121212121213	2306.0	0.5333333333333333
F7	EXTENDED	fibroblast_inflammatory	fibroblast	5	-0.028128455375153395	-0.10769898236733404	0.052392232973808774	0.5151515151515151	129.8	0.7816091954022988
F7	EXTENDED	keratinocyte_IFN_response	keratinocyte	5	0.1396959143654694	-0.06942404182615804	0.34881587055709684	0.3333333333333333	5.7	0.5866666666666667
F7	EXTENDED	keratinocyte_basal	keratinocyte	5	0.00864166267116001	-0.006425902211853884	0.024356286160955965	0.5151515151515151	2325.5	0.7816091954022988
F7	EXTENDED	keratinocyte_inflammatory_T17	keratinocyte	5	0.08505899052854518	0.018515415558261174	0.16613362748915686	0.15151515151515152	2309.8	0.4444444444444445
F7	EXTENDED	keratinocyte_proliferative	keratinocyte	5	-0.01567507473177999	-0.07836103178472568	0.0470108823211657	0.8181818181818182	7.3	0.9473684210526315
F7	EXTENDED	keratinocyte_spinous_suprabasal	keratinocyte	5	-0.11672201284350088	-0.15157213580013534	-0.08577423828497502	0.09090909090909091	1827.5	0.4444444444444444
F7	EXTENDED	keratinocyte_stress_hypoxia	keratinocyte	5	0.13034765717136004	0.09222148663425367	0.19311367466021712	0.09090909090909091	25.3	0.4444444444444444
F7	EXTENDED	mast_cell	mast_cell	5	-0.15198578756802622	-0.16402261310974864	-0.13879383319276423	0.09090909090909091	238.3	0.4444444444444444
F7	EXTENDED	melanocyte_unresolved	melanocyte	5	-0.06324733632492249	-0.07741360184859536	-0.04925007185624737	0.09090909090909091	272.3	0.4444444444444444
