axis	program_type	cell_type	contrast	n_donors	mean_treatment_shift	bootstrap_ci_low	bootstrap_ci_high	signflip_p	fdr_by_program_type
F1	EXTENDED	keratinocyte	day14_minus_baseline_lesional	5	0.024838669358607863	-0.02469390353707717	0.061684111242379734	0.3333333333333333	0.9324009324009322
F1	EXTENDED	mast_cell	day3_minus_baseline_lesional	5	0.0021557784270724635	-0.012962519021387554	0.014353915120928267	0.8181818181818182	0.935064935064935
F1	EXTENDED	mast_cell	day14_minus_baseline_lesional	5	0.02422135067475945	0.006793132740785387	0.04142034546003289	0.15151515151515152	0.9324009324009322
F1	EXTENDED	melanocyte	day3_minus_baseline_lesional	5	0.0031695747485919524	-0.013742839501351394	0.01971550720768448	0.8181818181818182	0.935064935064935
F1	EXTENDED	melanocyte	day14_minus_baseline_lesional	5	0.025275011791967138	0.008347287959717519	0.04220273562421676	0.09090909090909091	0.9324009324009322
F1	EXTENDED	myeloid_monocyte	day3_minus_baseline_lesional	5	0.014794955751008216	-0.008620397285989973	0.04360431762803336	0.5151515151515151	0.9324009324009322
F1	EXTENDED	myeloid_monocyte	day14_minus_baseline_lesional	5	0.03374037566099919	0.007920491049952304	0.06316012115521089	0.09090909090909091	0.9324009324009322
F1	EXTENDED	pericyte_smooth_muscle	day3_minus_baseline_lesional	5	0.009029487747501225	-0.006610108247684119	0.02499786825238435	0.3333333333333333	0.9324009324009322
F1	EXTENDED	pericyte_smooth_muscle	day14_minus_baseline_lesional	5	0.018876601230299807	-0.007763177697661322	0.052805887342036714	0.45454545454545453	0.9324009324009322
F1	EXTENDED	unassigned	day3_minus_baseline_lesional	2	0.03665886260501409	0.013974969734863646	0.05934275547516453	0.6	0.9324009324009322
F1	EXTENDED	unassigned	day14_minus_baseline_lesional	2	0.030313299905824632	0.018678240175571514	0.04194835963607775	0.6	0.9324009324009322
F2	CORE	B_cell	day3_minus_baseline_lesional	5	0.006124152994360555	-0.005578908558044299	0.018376178025532278	0.45454545454545453	0.9696969696969697
F2	CORE	B_cell	day14_minus_baseline_lesional	5	0.014678119459772335	0.0023227328163754335	0.027033506103169236	0.21212121212121213	0.9696969696969697
F2	CORE	NK_cell	day3_minus_baseline_lesional	5	-0.00550682976369068	-0.027122358874239146	0.020610595880694464	0.7575757575757576	0.9925133689839571
F2	CORE	NK_cell	day14_minus_baseline_lesional	5	0.011600907231316538	-0.005473042587983867	0.034182708650398144	0.45454545454545453	0.9696969696969697
F2	CORE	T_cell	day3_minus_baseline_lesional	5	0.0007265588368188108	-0.014913662280766788	0.020727700937255757	1.0	1.0
F2	CORE	T_cell	day14_minus_baseline_lesional	5	0.001850083003223099	-0.015003348358175978	0.021143096794241593	0.9393939393939394	1.0
F2	CORE	dendritic	day3_minus_baseline_lesional	5	0.007939347734034003	-0.0073804780905534885	0.028019259935176233	0.696969696969697	0.9925133689839571
F2	CORE	dendritic	day14_minus_baseline_lesional	5	0.01436457913737888	-0.0027543746647047175	0.03404381684932946	0.3333333333333333	0.9696969696969697
F2	CORE	endothelial	day3_minus_baseline_lesional	5	0.0023117520871737325	-0.01697791303051408	0.024937375035630416	0.8787878787878788	0.9925133689839571
F2	CORE	endothelial	day14_minus_baseline_lesional	5	0.0016647281439109013	-0.023468894819204018	0.02936837169271283	0.8787878787878788	0.9925133689839571
F2	CORE	fibroblast	day3_minus_baseline_lesional	5	0.006248651985007297	-0.01708674843099025	0.03178546286018721	0.7575757575757576	0.9925133689839571
F2	CORE	fibroblast	day14_minus_baseline_lesional	5	0.0023600050355638445	-0.036724683034694436	0.04092616835785633	0.8787878787878788	0.9925133689839571
F2	CORE	keratinocyte	day3_minus_baseline_lesional	5	0.007931319954664126	-0.015460364716274924	0.0270490214666397	0.5151515151515151	0.9696969696969697
F2	CORE	keratinocyte	day14_minus_baseline_lesional	5	0.012447682192219891	-0.015851441156524468	0.03372534273878992	0.45454545454545453	0.9696969696969697
F2	CORE	mast_cell	day3_minus_baseline_lesional	5	0.0014450648503936611	-0.010989226640361286	0.012795652355624739	0.8181818181818182	0.9925133689839571
F2	CORE	mast_cell	day14_minus_baseline_lesional	5	0.011375477863918657	0.0013157943621410553	0.02435467331675161	0.15151515151515152	0.9696969696969697
F2	CORE	melanocyte	day3_minus_baseline_lesional	5	-0.002022346651817819	-0.01324173411060477	0.008571547673682168	0.7575757575757576	0.9925133689839571
F2	CORE	melanocyte	day14_minus_baseline_lesional	5	0.012710031303975106	0.0038648073313999665	0.022392724852854533	0.15151515151515152	0.9696969696969697
F2	CORE	myeloid_monocyte	day3_minus_baseline_lesional	5	0.010490608500322494	-0.009833774428806036	0.034559463716636915	0.7575757575757576	0.9925133689839571
F2	CORE	myeloid_monocyte	day14_minus_baseline_lesional	5	0.021635349906698416	-0.0011486562006945006	0.04398090752617518	0.2727272727272727	0.9696969696969697
F2	CORE	pericyte_smooth_muscle	day3_minus_baseline_lesional	5	0.003081886765956357	-0.012073629349796989	0.01775847993716314	0.696969696969697	0.9925133689839571
F2	CORE	pericyte_smooth_muscle	day14_minus_baseline_lesional	5	0.005535744753360325	-0.014323251348889215	0.030067547364171176	0.8181818181818182	0.9925133689839571
F2	CORE	unassigned	day3_minus_baseline_lesional	2	0.005343267177935332	0.002584763653915481	0.008101770701955183	0.6	0.9696969696969697
F2	CORE	unassigned	day14_minus_baseline_lesional	2	0.006097677527008207	-0.009511978569047203	0.021707333623063617	1.0	1.0
F2	EXTENDED	B_cell	day3_minus_baseline_lesional	5	0.005961010644420101	-0.002612424690791204	0.016033032379840217	0.5151515151515151	0.9324009324009322
F2	EXTENDED	B_cell	day14_minus_baseline_lesional	5	0.0225485550705389	0.013708169061096292	0.03138894107998151	0.09090909090909091	0.9324009324009322
F2	EXTENDED	NK_cell	day3_minus_baseline_lesional	5	-0.005308378046536863	-0.02516806195701906	0.016398843084593148	0.696969696969697	0.9324009324009322
F2	EXTENDED	NK_cell	day14_minus_baseline_lesional	5	0.017062997808249956	0.0008746083591161802	0.03964362664660694	0.21212121212121213	0.9324009324009322
F2	EXTENDED	T_cell	day3_minus_baseline_lesional	5	-0.0018773170741877344	-0.015213586402457324	0.012455179541718108	0.8181818181818182	0.935064935064935
F2	EXTENDED	T_cell	day14_minus_baseline_lesional	5	0.007088465245561043	-0.006216413563424261	0.02347885634003926	0.5151515151515151	0.9324009324009322
F2	EXTENDED	dendritic	day3_minus_baseline_lesional	5	0.0033507106224028083	-0.009344396483205546	0.017904804253709668	0.8181818181818182	0.935064935064935
F2	EXTENDED	dendritic	day14_minus_baseline_lesional	5	0.018280468271407353	0.005304282172631442	0.03704793136314944	0.09090909090909091	0.9324009324009322
F2	EXTENDED	endothelial	day3_minus_baseline_lesional	5	0.0033817231576125676	-0.015533952210684387	0.024293289352783458	0.7575757575757576	0.9324009324009322
F2	EXTENDED	endothelial	day14_minus_baseline_lesional	5	0.008608209539579484	-0.014467699618909763	0.036058481450143245	0.696969696969697	0.9324009324009322
F2	EXTENDED	fibroblast	day3_minus_baseline_lesional	5	0.00680369625739588	-0.017243483790308052	0.032149514013696825	0.696969696969697	0.9324009324009322
F2	EXTENDED	fibroblast	day14_minus_baseline_lesional	5	0.011913172343541407	-0.02415781772366907	0.050763548924908065	0.6363636363636364	0.9324009324009322
F2	EXTENDED	keratinocyte	day3_minus_baseline_lesional	5	0.008648798908214475	-0.015699060044742176	0.027540915332760266	0.5151515151515151	0.9324009324009322
F2	EXTENDED	keratinocyte	day14_minus_baseline_lesional	5	0.017720098241141364	-0.006839767091654602	0.03629486426473415	0.3333333333333333	0.9324009324009322
F2	EXTENDED	mast_cell	day3_minus_baseline_lesional	5	-0.000702664081850031	-0.010297765507115949	0.008401795891059527	0.9393939393939394	0.9593810444874276
F2	EXTENDED	mast_cell	day14_minus_baseline_lesional	5	0.01596038181739303	0.004431036093991978	0.028054090978523655	0.15151515151515152	0.9324009324009322
F2	EXTENDED	melanocyte	day3_minus_baseline_lesional	5	0.002596502545527829	-0.009429894067750499	0.015093456179690235	0.7575757575757576	0.9324009324009322
F2	EXTENDED	melanocyte	day14_minus_baseline_lesional	5	0.01762884273344577	0.00701078893375594	0.02976634188510192	0.09090909090909091	0.9324009324009322
F2	EXTENDED	myeloid_monocyte	day3_minus_baseline_lesional	5	0.008144974225235116	-0.01146946619364837	0.029749074837959376	0.6363636363636364	0.9324009324009322
F2	EXTENDED	myeloid_monocyte	day14_minus_baseline_lesional	5	0.026646334801809345	0.007169115299453094	0.0475965508477984	0.09090909090909091	0.9324009324009322
F2	EXTENDED	pericyte_smooth_muscle	day3_minus_baseline_lesional	5	0.0026279709558625353	-0.010133966656346305	0.014808860442525518	0.7575757575757576	0.9324009324009322
F2	EXTENDED	pericyte_smooth_muscle	day14_minus_baseline_lesional	5	0.014577079921344788	-0.0007948950127320886	0.03744145400722799	0.2727272727272727	0.9324009324009322
F2	EXTENDED	unassigned	day3_minus_baseline_lesional	2	0.023957044590237165	0.012040782634765344	0.035873306545708986	0.6	0.9324009324009322
F2	EXTENDED	unassigned	day14_minus_baseline_lesional	2	0.015097852552825381	0.00658834467762201	0.023607360428028752	0.6	0.9324009324009322
F6	CORE	B_cell	day3_minus_baseline_lesional	5	0.006778856052386872	-0.025312850861936475	0.035756146297882284	0.696969696969697	0.9925133689839571
F6	CORE	B_cell	day14_minus_baseline_lesional	5	0.01892105533868633	-0.02207552017491443	0.059917630852287095	0.45454545454545453	0.9696969696969697
F6	CORE	NK_cell	day3_minus_baseline_lesional	5	0.000898415346178194	-0.05141023367762378	0.0662540310137028	1.0	1.0
F6	CORE	NK_cell	day14_minus_baseline_lesional	5	0.029157392754946422	-0.032095793578664225	0.09905632093673158	0.6363636363636364	0.9696969696969697
F6	CORE	T_cell	day3_minus_baseline_lesional	5	0.0029935111147751103	-0.028571001370908723	0.038940524700589826	0.8787878787878788	0.9925133689839571
F6	CORE	T_cell	day14_minus_baseline_lesional	5	0.007116255409772359	-0.028085966575071276	0.05056587989280561	0.7575757575757576	0.9925133689839571
F6	CORE	dendritic	day3_minus_baseline_lesional	5	0.02984762849567677	3.0050427557115623e-05	0.07647721552711727	0.21212121212121213	0.9696969696969697
F6	CORE	dendritic	day14_minus_baseline_lesional	5	0.04061158563656355	-0.0010442891885798834	0.09344051109191216	0.2727272727272727	0.9696969696969697
F6	CORE	endothelial	day3_minus_baseline_lesional	5	0.015612330883083225	-0.022088039611858967	0.05996229781680201	0.6363636363636364	0.9696969696969697
F6	CORE	endothelial	day14_minus_baseline_lesional	5	0.004239188097611102	-0.04998745530971053	0.06542306492528777	0.8787878787878788	0.9925133689839571
F6	CORE	fibroblast	day3_minus_baseline_lesional	5	0.021883989935342817	-0.018343905449490928	0.0695730453495788	0.5151515151515151	0.9696969696969697
F6	CORE	fibroblast	day14_minus_baseline_lesional	5	-0.002202878422757604	-0.09773224148679507	0.08569095557535114	0.9393939393939394	1.0
F6	CORE	keratinocyte	day3_minus_baseline_lesional	5	0.02345409605402151	-0.04041065422620782	0.07648077428496601	0.5151515151515151	0.9696969696969697
F6	CORE	keratinocyte	day14_minus_baseline_lesional	5	0.021801796488816444	-0.06934333649331284	0.0893061677355882	0.696969696969697	0.9925133689839571
F6	CORE	mast_cell	day3_minus_baseline_lesional	5	0.009818385494406442	-0.02746408160081377	0.04210473474070257	0.6363636363636364	0.9696969696969697
F6	CORE	mast_cell	day14_minus_baseline_lesional	5	0.038014060186155704	0.009668090873458995	0.07151042812173222	0.15151515151515152	0.9696969696969697
F6	CORE	melanocyte	day3_minus_baseline_lesional	5	-0.012507510105965246	-0.034077934589699356	0.007443612787861131	0.5151515151515151	0.9696969696969697
F6	CORE	melanocyte	day14_minus_baseline_lesional	5	0.018856766852893225	-0.00430351860482644	0.036700902213077195	0.21212121212121213	0.9696969696969697
F6	CORE	myeloid_monocyte	day3_minus_baseline_lesional	5	0.028267196822736262	-0.01618283995533707	0.08238452763003656	0.45454545454545453	0.9696969696969697
F6	CORE	myeloid_monocyte	day14_minus_baseline_lesional	5	0.0411223362948699	-0.014270717133254618	0.09608487912865628	0.3939393939393939	0.9696969696969697
F6	CORE	pericyte_smooth_muscle	day3_minus_baseline_lesional	5	0.016752928073068128	-0.010159279470543658	0.043158154343819574	0.45454545454545453	0.9696969696969697
F6	CORE	pericyte_smooth_muscle	day14_minus_baseline_lesional	5	0.005440780962575298	-0.051064001979165705	0.06867959360584835	0.8181818181818182	0.9925133689839571
F6	CORE	unassigned	day3_minus_baseline_lesional	2	0.0532999722407558	0.02307054662800269	0.08352939785350891	0.6	0.9696969696969697
F6	CORE	unassigned	day14_minus_baseline_lesional	2	0.023524273445296916	-0.013316185273802503	0.060364732164396334	1.0	1.0
F6	EXTENDED	B_cell	day3_minus_baseline_lesional	5	0.0029243745452600224	-0.028184930732376823	0.0289332220171436	0.8787878787878788	0.9373737373737373
F6	EXTENDED	B_cell	day14_minus_baseline_lesional	5	0.013310600731628675	-0.02153138761528959	0.046536798905032664	0.5151515151515151	0.9324009324009322
F6	EXTENDED	NK_cell	day3_minus_baseline_lesional	5	-0.006239012691065265	-0.04942113799949519	0.04464843408345788	0.8787878787878788	0.9373737373737373
F6	EXTENDED	NK_cell	day14_minus_baseline_lesional	5	0.02375155007739848	-0.023530741170597058	0.08554048656884698	0.696969696969697	0.9324009324009322
F6	EXTENDED	T_cell	day3_minus_baseline_lesional	5	0.0029147799394001694	-0.022608407258218766	0.029769097910189547	0.8787878787878788	0.9373737373737373
F6	EXTENDED	T_cell	day14_minus_baseline_lesional	5	0.005785656912612391	-0.020377399789169824	0.03641617259938423	0.8181818181818182	0.935064935064935
F6	EXTENDED	dendritic	day3_minus_baseline_lesional	5	0.021814341604709762	-0.005421019389624082	0.06156827525174	0.3939393939393939	0.9324009324009322
F6	EXTENDED	dendritic	day14_minus_baseline_lesional	5	0.027723546904638664	-0.006795741274947142	0.07143184638051497	0.3939393939393939	0.9324009324009322
F6	EXTENDED	endothelial	day3_minus_baseline_lesional	5	0.011405968147980039	-0.01834651026686058	0.04652065587146044	0.5757575757575758	0.9324009324009322
F6	EXTENDED	endothelial	day14_minus_baseline_lesional	5	0.00914380547363347	-0.03521257214933078	0.05506421719383455	0.7575757575757576	0.9324009324009322
F6	EXTENDED	fibroblast	day3_minus_baseline_lesional	5	0.018370091757670688	-0.0189026751205706	0.06248809148857566	0.6363636363636364	0.9324009324009322
F6	EXTENDED	fibroblast	day14_minus_baseline_lesional	5	0.0032943758928714872	-0.08585388828565396	0.08458814684189313	0.9393939393939394	0.9593810444874276
F6	EXTENDED	keratinocyte	day3_minus_baseline_lesional	5	0.017603337419100883	-0.04005525347428409	0.06480613536195291	0.7575757575757576	0.9324009324009322
F6	EXTENDED	keratinocyte	day14_minus_baseline_lesional	5	0.0184401442013524	-0.06325024037606125	0.07624098910903468	0.696969696969697	0.9324009324009322
F6	EXTENDED	mast_cell	day3_minus_baseline_lesional	5	0.007649235754245401	-0.025262175274050273	0.03526563111026922	0.696969696969697	0.9324009324009322
F6	EXTENDED	mast_cell	day14_minus_baseline_lesional	5	0.035006419174946644	0.00784232895246632	0.0644007701920299	0.15151515151515152	0.9324009324009322
F6	EXTENDED	melanocyte	day3_minus_baseline_lesional	5	-0.005979611294200804	-0.025147396138642298	0.011909251557191159	0.6363636363636364	0.9324009324009322
F6	EXTENDED	melanocyte	day14_minus_baseline_lesional	5	0.022822834827414963	0.0015714957280607011	0.041040292475339114	0.21212121212121213	0.9324009324009322
F6	EXTENDED	myeloid_monocyte	day3_minus_baseline_lesional	5	0.02480123408740853	-0.010650762040018358	0.06837144947002957	0.45454545454545453	0.9324009324009322
F6	EXTENDED	myeloid_monocyte	day14_minus_baseline_lesional	5	0.034602559008886966	-0.0092560562498048	0.07846117426757873	0.3333333333333333	0.9324009324009322
F6	EXTENDED	pericyte_smooth_muscle	day3_minus_baseline_lesional	5	0.013630567462170817	-0.01143820400763167	0.040942552977289715	0.5151515151515151	0.9324009324009322
F6	EXTENDED	pericyte_smooth_muscle	day14_minus_baseline_lesional	5	0.011115180268787361	-0.049669247186626596	0.07040906121987843	0.6363636363636364	0.9324009324009322
F6	EXTENDED	unassigned	day3_minus_baseline_lesional	2	0.049838957428384414	0.004426074819580406	0.09525184003718842	0.6	0.9324009324009322
F6	EXTENDED	unassigned	day14_minus_baseline_lesional	2	0.019273021888193326	0.005597939128410764	0.03294810464797589	0.6	0.9324009324009322
F7	CORE	B_cell	day3_minus_baseline_lesional	5	0.04121627971272335	-0.058969611195231586	0.1329810094937925	0.3333333333333333	0.9696969696969697
F7	CORE	B_cell	day14_minus_baseline_lesional	5	-0.015890106809187277	-0.1303123737725645	0.09853216015418993	0.8787878787878788	0.9925133689839571
F7	CORE	NK_cell	day3_minus_baseline_lesional	5	0.005350394083030219	-0.0969777824593339	0.10947152102293085	0.9393939393939394	1.0
F7	CORE	NK_cell	day14_minus_baseline_lesional	5	0.0018229232993361767	-0.12095285499928954	0.13982402689454654	1.0	1.0
F7	CORE	T_cell	day3_minus_baseline_lesional	5	0.06148533479690137	0.006509810510656111	0.11562009727529596	0.21212121212121213	0.9696969696969697
F7	CORE	T_cell	day14_minus_baseline_lesional	5	0.04508310178076824	-0.04737156993050591	0.1472509712869301	0.5757575757575758	0.9696969696969697
F7	CORE	dendritic	day3_minus_baseline_lesional	5	0.07788639353293207	-0.0016501548130743783	0.16787659183078635	0.21212121212121213	0.9696969696969697
F7	CORE	dendritic	day14_minus_baseline_lesional	5	0.03125420040588869	-0.06283192528834647	0.1330205595910014	0.6363636363636364	0.9696969696969697
F7	CORE	endothelial	day3_minus_baseline_lesional	5	0.07196876710406368	0.02328294625351992	0.1310339079603331	0.15151515151515152	0.9696969696969697
F7	CORE	endothelial	day14_minus_baseline_lesional	5	0.031731776536401135	-0.08103672512567224	0.1437812352054429	0.7575757575757576	0.9925133689839571
F7	CORE	fibroblast	day3_minus_baseline_lesional	5	0.10812170922723056	0.006247147331779113	0.2179956269209648	0.2727272727272727	0.9696969696969697
F7	CORE	fibroblast	day14_minus_baseline_lesional	5	-0.019779112641480977	-0.33748225837553625	0.23303155525094582	0.8787878787878788	0.9925133689839571
F7	CORE	keratinocyte	day3_minus_baseline_lesional	5	0.05786203889676696	-0.06522732662666966	0.14125861545940618	0.3939393939393939	0.9696969696969697
F7	CORE	keratinocyte	day14_minus_baseline_lesional	5	0.01341589634105731	-0.21828784115468602	0.1695950711727909	0.9393939393939394	1.0
F7	CORE	mast_cell	day3_minus_baseline_lesional	5	0.0719922890401958	-0.0843925945470991	0.19750310172711572	0.5151515151515151	0.9696969696969697
F7	CORE	mast_cell	day14_minus_baseline_lesional	5	0.12121436755834895	-0.005863079494983947	0.23007490386058144	0.21212121212121213	0.9696969696969697
F7	CORE	melanocyte	day3_minus_baseline_lesional	5	0.0008651078382166721	-0.04196389550717394	0.05679513097614479	1.0	1.0
F7	CORE	melanocyte	day14_minus_baseline_lesional	5	0.03917005757157006	-0.014632164603437237	0.09297227974657736	0.3333333333333333	0.9696969696969697
F7	CORE	myeloid_monocyte	day3_minus_baseline_lesional	5	0.09508754736853582	0.024483725965151713	0.16569136877191992	0.09090909090909091	0.9696969696969697
F7	CORE	myeloid_monocyte	day14_minus_baseline_lesional	5	0.03407665676639822	-0.06478372617868314	0.13285415049989052	0.5757575757575758	0.9696969696969697
F7	CORE	pericyte_smooth_muscle	day3_minus_baseline_lesional	5	0.06220346091577391	-0.0014857412706971828	0.13392476322685593	0.21212121212121213	0.9696969696969697
F7	CORE	pericyte_smooth_muscle	day14_minus_baseline_lesional	5	-0.036988554460445244	-0.2927084535097262	0.1598905505778049	0.8181818181818182	0.9925133689839571
F7	CORE	unassigned	day3_minus_baseline_lesional	2	0.22120046817830502	0.06521907383627856	0.3771818625203315	0.6	0.9696969696969697
F7	CORE	unassigned	day14_minus_baseline_lesional	2	0.13172067109233931	0.06383111562535349	0.19961022655932514	0.6	0.9696969696969697
F7	EXTENDED	B_cell	day3_minus_baseline_lesional	5	0.018538907622222434	-0.042016608424471594	0.0722752590926802	0.6363636363636364	0.9324009324009322
F7	EXTENDED	B_cell	day14_minus_baseline_lesional	5	-0.0033285668487200272	-0.07062640356414814	0.06240912160659089	1.0	1.0
F7	EXTENDED	NK_cell	day3_minus_baseline_lesional	5	-0.0009244915357110806	-0.06594229965871992	0.0750169707523054	0.8787878787878788	0.9373737373737373
F7	EXTENDED	NK_cell	day14_minus_baseline_lesional	5	0.011498794178653404	-0.06105513069171822	0.10043870105167871	0.9393939393939394	0.9593810444874276
F7	EXTENDED	T_cell	day3_minus_baseline_lesional	5	0.029589377695522702	-0.007617722054384135	0.06679647744542953	0.3939393939393939	0.9324009324009322
F7	EXTENDED	T_cell	day14_minus_baseline_lesional	5	0.0230792148967212	-0.026083991213706505	0.08411044103258984	0.696969696969697	0.9324009324009322
F7	EXTENDED	dendritic	day3_minus_baseline_lesional	5	0.045016233243558454	-0.0031321734312833582	0.10437016588733398	0.21212121212121213	0.9324009324009322
F7	EXTENDED	dendritic	day14_minus_baseline_lesional	5	0.030261149339385795	-0.025629488851857275	0.09727873195346193	0.5757575757575758	0.9324009324009322
F7	EXTENDED	endothelial	day3_minus_baseline_lesional	5	0.036724407015146586	0.001669472691460161	0.07999475433656056	0.2727272727272727	0.9324009324009322
F7	EXTENDED	endothelial	day14_minus_baseline_lesional	5	0.01578083580152214	-0.053376082394637356	0.08493775399768164	0.7575757575757576	0.9324009324009322
F7	EXTENDED	fibroblast	day3_minus_baseline_lesional	5	0.057050647489241546	-0.006473827670161714	0.12812522701981316	0.3333333333333333	0.9324009324009322
F7	EXTENDED	fibroblast	day14_minus_baseline_lesional	5	-0.010254326670425685	-0.2005853663150215	0.143277105866004	0.8787878787878788	0.9373737373737373
F7	EXTENDED	keratinocyte	day3_minus_baseline_lesional	5	0.033388618027602956	-0.04669569354656302	0.08979263903236251	0.5151515151515151	0.9324009324009322
F7	EXTENDED	keratinocyte	day14_minus_baseline_lesional	5	0.013035712655534926	-0.1206554195852371	0.10341055697679144	0.9393939393939394	0.9593810444874276
