sample	feature	view	group	value
6018	regulon_DoRothEA::STAT1	LS	discovery	0.47006077157022536
6019	regulon_DoRothEA::STAT1	LS	discovery	-0.4638181757562167
6020	regulon_DoRothEA::STAT1	LS	discovery	1.9618693835412306
6021	regulon_DoRothEA::STAT1	LS	discovery	-1.612899107499995
6022	regulon_DoRothEA::STAT1	LS	discovery	-0.9025242425130449
6023	regulon_DoRothEA::STAT1	LS	discovery	-0.6461035938494205
6024	regulon_DoRothEA::STAT1	LS	discovery	-0.20782549877198153
6025	regulon_DoRothEA::STAT1	LS	discovery	0.5029268261418893
6026	regulon_DoRothEA::STAT1	LS	discovery	-0.8305966269414684
6028	regulon_DoRothEA::STAT1	LS	discovery	-1.1124130076825836
6029	regulon_DoRothEA::STAT1	LS	discovery	1.2130804907938206
6030	regulon_DoRothEA::STAT1	LS	discovery	0.2841649288313367
6031	regulon_DoRothEA::STAT1	LS	discovery	0.7068593643115028
6032	regulon_DoRothEA::STAT1	LS	discovery	1.6586538931427277
6033	regulon_DoRothEA::STAT1	LS	discovery	-1.7094712928210607
6034	regulon_DoRothEA::STAT1	LS	discovery	-0.8034695302661244
6035	regulon_DoRothEA::STAT1	LS	discovery	-0.7745240790698976
6036	regulon_DoRothEA::STAT1	LS	discovery	-0.1631902401591085
6038	regulon_DoRothEA::STAT1	LS	discovery	-0.2427196642020537
6039	regulon_DoRothEA::STAT1	LS	discovery	-1.87265442321042
6040	regulon_DoRothEA::STAT1	LS	discovery	-1.8862197771718225
6041	regulon_DoRothEA::STAT1	LS	discovery	-2.1108283069786413
1001	regulon_DoRothEA::CEBPA	LS	discovery	-2.3445221986002167
1002	regulon_DoRothEA::CEBPA	LS	discovery	-1.1511363669283534
1003	regulon_DoRothEA::CEBPA	LS	discovery	-1.6553770016350373
1004	regulon_DoRothEA::CEBPA	LS	discovery	-0.012450068803907975
1005	regulon_DoRothEA::CEBPA	LS	discovery	-0.5226156814135592
1006	regulon_DoRothEA::CEBPA	LS	discovery	-0.1129216747897648
1008	regulon_DoRothEA::CEBPA	LS	discovery	-0.566550084958598
1009	regulon_DoRothEA::CEBPA	LS	discovery	0.8473786240435268
1013	regulon_DoRothEA::CEBPA	LS	discovery	0.06164614067864919
1014	regulon_DoRothEA::CEBPA	LS	discovery	-0.6066546158487983
138001	regulon_DoRothEA::CEBPA	LS	discovery	-0.500728921277288
138002	regulon_DoRothEA::CEBPA	LS	discovery	-0.02280327382098922
138003	regulon_DoRothEA::CEBPA	LS	discovery	-0.7659813039598863
138004	regulon_DoRothEA::CEBPA	LS	discovery	1.5640194635284934
23002	regulon_DoRothEA::CEBPA	LS	discovery	2.3770566864640803
23003	regulon_DoRothEA::CEBPA	LS	discovery	0.7788941821625354
23005	regulon_DoRothEA::CEBPA	LS	discovery	0.3798211556085622
23006	regulon_DoRothEA::CEBPA	LS	discovery	-1.882555418104817
23007	regulon_DoRothEA::CEBPA	LS	discovery	-0.7289498539548495
23009	regulon_DoRothEA::CEBPA	LS	discovery	0.25470769754506706
23012	regulon_DoRothEA::CEBPA	LS	discovery	-1.3788167373588234
5002	regulon_DoRothEA::CEBPA	LS	discovery	1.1385015409319508
5003	regulon_DoRothEA::CEBPA	LS	discovery	-0.27820513831107585
5004	regulon_DoRothEA::CEBPA	LS	discovery	0.5662664890380296
5006	regulon_DoRothEA::CEBPA	LS	discovery	1.2786486264642873
5007	regulon_DoRothEA::CEBPA	LS	discovery	1.6991684636394282
5008	regulon_DoRothEA::CEBPA	LS	discovery	0.38104487645635327
5015	regulon_DoRothEA::CEBPA	LS	discovery	-0.9315940221842531
5016	regulon_DoRothEA::CEBPA	LS	discovery	1.3192946905884229
5017	regulon_DoRothEA::CEBPA	LS	discovery	-0.33529858674838353
5018	regulon_DoRothEA::CEBPA	LS	discovery	2.3662470598336554
5019	regulon_DoRothEA::CEBPA	LS	discovery	-0.4014982965863045
5020	regulon_DoRothEA::CEBPA	LS	discovery	-0.3654620849772579
5021	regulon_DoRothEA::CEBPA	LS	discovery	-0.337593699103187
5022	regulon_DoRothEA::CEBPA	LS	discovery	0.4394430769054266
5023	regulon_DoRothEA::CEBPA	LS	discovery	0.2037121620794514
5024	regulon_DoRothEA::CEBPA	LS	discovery	0.6811502539228272
5025	regulon_DoRothEA::CEBPA	LS	discovery	0.8683892535032934
60001	regulon_DoRothEA::CEBPA	LS	discovery	-0.3932176745463267
60005	regulon_DoRothEA::CEBPA	LS	discovery	0.34726022150655284
6001	regulon_DoRothEA::CEBPA	LS	discovery	0.1759881295828007
6002	regulon_DoRothEA::CEBPA	LS	discovery	-0.07195380296928938
6003	regulon_DoRothEA::CEBPA	LS	discovery	-0.6858439796122427
6004	regulon_DoRothEA::CEBPA	LS	discovery	0.3354726030559792
6005	regulon_DoRothEA::CEBPA	LS	discovery	0.2034326103434224
6006	regulon_DoRothEA::CEBPA	LS	discovery	0.31548571739168374
6007	regulon_DoRothEA::CEBPA	LS	discovery	-1.2828591012491202
6008	regulon_DoRothEA::CEBPA	LS	discovery	0.06136717847034664
6010	regulon_DoRothEA::CEBPA	LS	discovery	-0.34982429562306694
6012	regulon_DoRothEA::CEBPA	LS	discovery	1.9647728984090473
6013	regulon_DoRothEA::CEBPA	LS	discovery	-0.43239167637804465
6014	regulon_DoRothEA::CEBPA	LS	discovery	-0.060361618277356734
6016	regulon_DoRothEA::CEBPA	LS	discovery	-1.890408066134096
6017	regulon_DoRothEA::CEBPA	LS	discovery	0.4739458228635629
6018	regulon_DoRothEA::CEBPA	LS	discovery	0.493499787108004
6019	regulon_DoRothEA::CEBPA	LS	discovery	-2.3371961028649997
6020	regulon_DoRothEA::CEBPA	LS	discovery	1.7427898164023328
6021	regulon_DoRothEA::CEBPA	LS	discovery	0.1736332784183794
6022	regulon_DoRothEA::CEBPA	LS	discovery	1.3671123941834342
6023	regulon_DoRothEA::CEBPA	LS	discovery	0.8281433284336726
6024	regulon_DoRothEA::CEBPA	LS	discovery	-0.4473315342602723
6025	regulon_DoRothEA::CEBPA	LS	discovery	1.435006637894637
6026	regulon_DoRothEA::CEBPA	LS	discovery	0.060454774499612084
6028	regulon_DoRothEA::CEBPA	LS	discovery	0.9390572136082733
6029	regulon_DoRothEA::CEBPA	LS	discovery	-0.43049788213320883
6030	regulon_DoRothEA::CEBPA	LS	discovery	0.2511727737033495
6031	regulon_DoRothEA::CEBPA	LS	discovery	-0.19554033520945355
6032	regulon_DoRothEA::CEBPA	LS	discovery	-0.2875679806732459
6033	regulon_DoRothEA::CEBPA	LS	discovery	-1.2478854960280246
6034	regulon_DoRothEA::CEBPA	LS	discovery	-0.616359814300793
6035	regulon_DoRothEA::CEBPA	LS	discovery	0.3019511317782723
6036	regulon_DoRothEA::CEBPA	LS	discovery	-1.33192382937617
6038	regulon_DoRothEA::CEBPA	LS	discovery	0.8353109683635023
6039	regulon_DoRothEA::CEBPA	LS	discovery	-1.2232098304894934
6040	regulon_DoRothEA::CEBPA	LS	discovery	-0.8840092167193075
6041	regulon_DoRothEA::CEBPA	LS	discovery	-0.4411504632010433
1001	regulon_DoRothEA::FOS	LS	discovery	-2.189626709795106
1002	regulon_DoRothEA::FOS	LS	discovery	-1.625310236833094
1003	regulon_DoRothEA::FOS	LS	discovery	-1.175061423816597
1004	regulon_DoRothEA::FOS	LS	discovery	0.3971110473941545
1005	regulon_DoRothEA::FOS	LS	discovery	-0.8059585408129553
1006	regulon_DoRothEA::FOS	LS	discovery	0.7486553258101113
1008	regulon_DoRothEA::FOS	LS	discovery	0.2773779000136668
1009	regulon_DoRothEA::FOS	LS	discovery	0.8942937903894013
1013	regulon_DoRothEA::FOS	LS	discovery	-0.41439560891480415
1014	regulon_DoRothEA::FOS	LS	discovery	-0.4120717052321813
138001	regulon_DoRothEA::FOS	LS	discovery	-0.4190990810279818
138002	regulon_DoRothEA::FOS	LS	discovery	0.08958817175525241
138003	regulon_DoRothEA::FOS	LS	discovery	-0.3652340537659493
138004	regulon_DoRothEA::FOS	LS	discovery	0.79959324207812
23002	regulon_DoRothEA::FOS	LS	discovery	2.181733245169139
23003	regulon_DoRothEA::FOS	LS	discovery	0.9670646577907619
23005	regulon_DoRothEA::FOS	LS	discovery	0.6117920888757333
23006	regulon_DoRothEA::FOS	LS	discovery	-2.1174232671203996
23007	regulon_DoRothEA::FOS	LS	discovery	-0.10709021865801086
23009	regulon_DoRothEA::FOS	LS	discovery	0.1480025326031297
23012	regulon_DoRothEA::FOS	LS	discovery	-1.2810651278963312
5002	regulon_DoRothEA::FOS	LS	discovery	0.9091786554751994
5003	regulon_DoRothEA::FOS	LS	discovery	-0.11970769424733177
5004	regulon_DoRothEA::FOS	LS	discovery	1.001835428899722
5006	regulon_DoRothEA::FOS	LS	discovery	1.1059670507916126
5007	regulon_DoRothEA::FOS	LS	discovery	1.9321965683920777
5008	regulon_DoRothEA::FOS	LS	discovery	0.7098687293667909
5015	regulon_DoRothEA::FOS	LS	discovery	-0.8787980799848931
5016	regulon_DoRothEA::FOS	LS	discovery	0.5731939349911013
5017	regulon_DoRothEA::FOS	LS	discovery	-0.5050178981830288
5018	regulon_DoRothEA::FOS	LS	discovery	2.01852380605818
5019	regulon_DoRothEA::FOS	LS	discovery	-0.3220367228537978
5020	regulon_DoRothEA::FOS	LS	discovery	-0.39112039132966736
5021	regulon_DoRothEA::FOS	LS	discovery	-0.5811620440000834
5022	regulon_DoRothEA::FOS	LS	discovery	0.5867541277278038
5023	regulon_DoRothEA::FOS	LS	discovery	0.29660318201118013
5024	regulon_DoRothEA::FOS	LS	discovery	1.5903033680540408
5025	regulon_DoRothEA::FOS	LS	discovery	0.8637052283248817
60001	regulon_DoRothEA::FOS	LS	discovery	-0.25242938633724893
60005	regulon_DoRothEA::FOS	LS	discovery	0.9209144672887379
6001	regulon_DoRothEA::FOS	LS	discovery	-0.05259892608427028
6002	regulon_DoRothEA::FOS	LS	discovery	0.3962709530009481
6003	regulon_DoRothEA::FOS	LS	discovery	-1.1773068606442427
6004	regulon_DoRothEA::FOS	LS	discovery	0.770595545062869
6005	regulon_DoRothEA::FOS	LS	discovery	0.15826680685494338
6006	regulon_DoRothEA::FOS	LS	discovery	-0.2138500156551142
6007	regulon_DoRothEA::FOS	LS	discovery	-1.3133589902644518
6008	regulon_DoRothEA::FOS	LS	discovery	-0.07174599818186604
6010	regulon_DoRothEA::FOS	LS	discovery	-0.0031772580892560362
6012	regulon_DoRothEA::FOS	LS	discovery	1.9246550435725787
6013	regulon_DoRothEA::FOS	LS	discovery	-0.9114988763471952
6014	regulon_DoRothEA::FOS	LS	discovery	-0.2176152036265873
6016	regulon_DoRothEA::FOS	LS	discovery	-1.6984252594356657
6017	regulon_DoRothEA::FOS	LS	discovery	-0.016019104819204388
6018	regulon_DoRothEA::FOS	LS	discovery	0.24674869763961738
6019	regulon_DoRothEA::FOS	LS	discovery	-2.4015748165492905
6020	regulon_DoRothEA::FOS	LS	discovery	1.2914422298057309
6021	regulon_DoRothEA::FOS	LS	discovery	0.2157006691363968
6022	regulon_DoRothEA::FOS	LS	discovery	1.5526115647432728
6023	regulon_DoRothEA::FOS	LS	discovery	0.43723529666427147
6024	regulon_DoRothEA::FOS	LS	discovery	-0.1813868177791213
6025	regulon_DoRothEA::FOS	LS	discovery	1.2269153726264799
6026	regulon_DoRothEA::FOS	LS	discovery	0.227841291348583
6028	regulon_DoRothEA::FOS	LS	discovery	0.1870198391197462
6029	regulon_DoRothEA::FOS	LS	discovery	-0.39966964186482923
6030	regulon_DoRothEA::FOS	LS	discovery	0.17420494878060616
6031	regulon_DoRothEA::FOS	LS	discovery	0.12582052341737793
6032	regulon_DoRothEA::FOS	LS	discovery	-0.0683522729920235
6033	regulon_DoRothEA::FOS	LS	discovery	-1.8191682030374616
6034	regulon_DoRothEA::FOS	LS	discovery	-0.9256275025184312
6035	regulon_DoRothEA::FOS	LS	discovery	0.29618260391569345
6036	regulon_DoRothEA::FOS	LS	discovery	-1.3251077825556916
6038	regulon_DoRothEA::FOS	LS	discovery	0.9569323995098068
6039	regulon_DoRothEA::FOS	LS	discovery	-1.0048994921973506
6040	regulon_DoRothEA::FOS	LS	discovery	-0.8790159608866701
6041	regulon_DoRothEA::FOS	LS	discovery	-1.1696931601215355
1001	signaling_PROGENy::MAPK	LS	discovery	-0.188689777951815
1002	signaling_PROGENy::MAPK	LS	discovery	-0.33876953400984683
1003	signaling_PROGENy::MAPK	LS	discovery	-0.6119714881357055
1004	signaling_PROGENy::MAPK	LS	discovery	-0.6533967827154842
1005	signaling_PROGENy::MAPK	LS	discovery	-0.5151738771134329
1006	signaling_PROGENy::MAPK	LS	discovery	2.4390333168758653
1008	signaling_PROGENy::MAPK	LS	discovery	-0.02672301959360587
1009	signaling_PROGENy::MAPK	LS	discovery	0.7252438157442612
1013	signaling_PROGENy::MAPK	LS	discovery	-0.7545074560402588
1014	signaling_PROGENy::MAPK	LS	discovery	-0.21276269038442253
138001	signaling_PROGENy::MAPK	LS	discovery	0.4121853061498403
138002	signaling_PROGENy::MAPK	LS	discovery	-1.2741573891860916
138003	signaling_PROGENy::MAPK	LS	discovery	-0.4378188308134501
138004	signaling_PROGENy::MAPK	LS	discovery	-0.5644691129512528
23002	signaling_PROGENy::MAPK	LS	discovery	-0.5955654952881058
23003	signaling_PROGENy::MAPK	LS	discovery	1.4449245845806435
23005	signaling_PROGENy::MAPK	LS	discovery	-0.4235216801182233
23006	signaling_PROGENy::MAPK	LS	discovery	-0.9773006306203054
23007	signaling_PROGENy::MAPK	LS	discovery	0.8825725313757062
23009	signaling_PROGENy::MAPK	LS	discovery	-1.1453227666213457
23012	signaling_PROGENy::MAPK	LS	discovery	-1.6996349516085398
5002	signaling_PROGENy::MAPK	LS	discovery	-0.6332522571496401
5003	signaling_PROGENy::MAPK	LS	discovery	1.502026855754683
5004	signaling_PROGENy::MAPK	LS	discovery	0.5319565618833363
5006	signaling_PROGENy::MAPK	LS	discovery	-1.2922014209664627
5007	signaling_PROGENy::MAPK	LS	discovery	0.8090661101373962
5008	signaling_PROGENy::MAPK	LS	discovery	1.7230866692461217
5015	signaling_PROGENy::MAPK	LS	discovery	-0.09446891969010979
5016	signaling_PROGENy::MAPK	LS	discovery	0.801792420970127
5017	signaling_PROGENy::MAPK	LS	discovery	-1.1905523757000225
5018	signaling_PROGENy::MAPK	LS	discovery	0.12155076133636729
5019	signaling_PROGENy::MAPK	LS	discovery	1.9623173315161184
5020	signaling_PROGENy::MAPK	LS	discovery	1.170134877170128
5021	signaling_PROGENy::MAPK	LS	discovery	1.0262644549257782
5022	signaling_PROGENy::MAPK	LS	discovery	0.26461886084813097
5023	signaling_PROGENy::MAPK	LS	discovery	0.1797632368716388
5024	signaling_PROGENy::MAPK	LS	discovery	0.9427749225283268
5025	signaling_PROGENy::MAPK	LS	discovery	-0.1584204619018842
60001	signaling_PROGENy::MAPK	LS	discovery	-0.3314771377996922
60005	signaling_PROGENy::MAPK	LS	discovery	1.1055897716559846
6001	signaling_PROGENy::MAPK	LS	discovery	0.7788970945503865
6002	signaling_PROGENy::MAPK	LS	discovery	-0.23381012393956133
6003	signaling_PROGENy::MAPK	LS	discovery	-0.056781465388779144
6004	signaling_PROGENy::MAPK	LS	discovery	1.1357626682563688
6005	signaling_PROGENy::MAPK	LS	discovery	-0.6449798977812016
6006	signaling_PROGENy::MAPK	LS	discovery	0.5115843408925216
6007	signaling_PROGENy::MAPK	LS	discovery	-0.5728421899000322
6008	signaling_PROGENy::MAPK	LS	discovery	0.8691280309426193
6010	signaling_PROGENy::MAPK	LS	discovery	1.7952842117435648
6012	signaling_PROGENy::MAPK	LS	discovery	0.007606694736586507
6013	signaling_PROGENy::MAPK	LS	discovery	-1.1992980578537353
6014	signaling_PROGENy::MAPK	LS	discovery	-0.201811587479321
6016	signaling_PROGENy::MAPK	LS	discovery	-0.6787233825282548
6017	signaling_PROGENy::MAPK	LS	discovery	0.5951249128039946
6018	signaling_PROGENy::MAPK	LS	discovery	0.34830058717051
6019	signaling_PROGENy::MAPK	LS	discovery	-0.8899003211052665
6020	signaling_PROGENy::MAPK	LS	discovery	-0.9264192609134815
6021	signaling_PROGENy::MAPK	LS	discovery	-1.3503035417012859
6022	signaling_PROGENy::MAPK	LS	discovery	-0.3425746023746522
6023	signaling_PROGENy::MAPK	LS	discovery	-1.2749313302633154
6024	signaling_PROGENy::MAPK	LS	discovery	-1.129335671929581
6025	signaling_PROGENy::MAPK	LS	discovery	0.4141883557865525
6026	signaling_PROGENy::MAPK	LS	discovery	-1.1209297878533533
6028	signaling_PROGENy::MAPK	LS	discovery	-0.5076619104775311
6029	signaling_PROGENy::MAPK	LS	discovery	1.442781650936684
6030	signaling_PROGENy::MAPK	LS	discovery	-0.3811684045274916
6031	signaling_PROGENy::MAPK	LS	discovery	1.2446767471926237
6032	signaling_PROGENy::MAPK	LS	discovery	2.123523291192755
6033	signaling_PROGENy::MAPK	LS	discovery	-1.0990538277451085
6034	signaling_PROGENy::MAPK	LS	discovery	0.20927232941176324
6035	signaling_PROGENy::MAPK	LS	discovery	-2.2143233860877367
6036	signaling_PROGENy::MAPK	LS	discovery	0.8778599480632836
6038	signaling_PROGENy::MAPK	LS	discovery	-1.3457725283886897
6039	signaling_PROGENy::MAPK	LS	discovery	-0.48439015368140154
6040	signaling_PROGENy::MAPK	LS	discovery	1.4198769709955008
6041	signaling_PROGENy::MAPK	LS	discovery	-1.043600735966693
1001	signaling_PROGENy::NFkB	LS	discovery	0.8450944841341875
1002	signaling_PROGENy::NFkB	LS	discovery	0.038774019217014975
1003	signaling_PROGENy::NFkB	LS	discovery	-0.1782822873874412
1004	signaling_PROGENy::NFkB	LS	discovery	-1.6631200882282267
1005	signaling_PROGENy::NFkB	LS	discovery	0.16414516954902317
1006	signaling_PROGENy::NFkB	LS	discovery	0.9467794713921094
1008	signaling_PROGENy::NFkB	LS	discovery	-0.23419162894657722
1009	signaling_PROGENy::NFkB	LS	discovery	0.2336457940716616
1013	signaling_PROGENy::NFkB	LS	discovery	-0.011027904653932335
1014	signaling_PROGENy::NFkB	LS	discovery	1.3228015122395644
138001	signaling_PROGENy::NFkB	LS	discovery	-0.23992038492273174
138002	signaling_PROGENy::NFkB	LS	discovery	-1.7731143074529436
138003	signaling_PROGENy::NFkB	LS	discovery	0.7241536287559281
